index,year,month,day,hour,minute,second,recnt_Humid,recnt_Temp,Target_Humid
1648,2020,3,3,18,0,0,38.6,85,40.2
1649,2020,3,3,18,10,0,40.2,85,40
1650,2020,3,3,18,20,0,40,85,40
1651,2020,3,3,18,30,0,40,84.2,40.8
1652,2020,3,3,18,40,0,40.8,84,41
1653,2020,3,3,18,50,0,41,84,41.6
1654,2020,3,3,19,0,0,41.6,84,41.8
1655,2020,3,3,19,10,0,41.8,84,42
1656,2020,3,3,19,20,0,42,84,42.8
1657,2020,3,3,19,30,0,42.8,83.4,44
1658,2020,3,3,19,40,0,44,82.8,44
1659,2020,3,3,19,50,0,44,82.8,44
1660,2020,3,3,20,0,0,44,82.8,44.6
1661,2020,3,3,20,10,0,44.6,82.8,44.4
1662,2020,3,3,20,20,0,44.4,82.2,44.8
1663,2020,3,3,20,30,0,44.8,82,44.6
1664,2020,3,3,20,40,0,44.6,82.2,45.2
1665,2020,3,3,20,50,0,45.2,82,45
1666,2020,3,3,21,0,0,45,82,46
1667,2020,3,3,21,10,0,46,82,46
1668,2020,3,3,21,20,0,46,81.8,48.4
1669,2020,3,3,21,30,0,48.4,81.4,50
1670,2020,3,3,21,40,0,50,81,51.6
1671,2020,3,3,21,50,0,51.6,81,54.8
1672,2020,3,3,22,0,0,54.8,80.8,56.6
1673,2020,3,3,22,10,0,56.6,80.8,56.6
1674,2020,3,3,22,20,0,56.6,80,56.4
1675,2020,3,3,22,30,0,56.4,80,57.8
1676,2020,3,3,22,40,0,57.8,80,59.8
1677,2020,3,3,22,50,0,59.8,80,59.8
1678,2020,3,3,23,0,0,59.8,80,60
1679,2020,3,3,23,10,0,60,80,60
1680,2020,3,3,23,20,0,60,80,60
1681,2020,3,3,23,30,0,60,80,59
1682,2020,3,3,23,40,0,59,80,57.8
1683,2020,3,3,23,50,0,57.8,80,57.4
1684,2020,3,4,0,0,0,57.4,80,57.6
1685,2020,3,4,0,10,0,57.6,80,57.6
1686,2020,3,4,0,20,0,57.6,80,59.4
1687,2020,3,4,0,30,0,59.4,80,60
1688,2020,3,4,0,40,0,60,80,60
1689,2020,3,4,0,50,0,60,80,60
1690,2020,3,4,1,0,0,60,80,60
1691,2020,3,4,1,10,0,60,80,60.2
1692,2020,3,4,1,20,0,60.2,80,60.2
1693,2020,3,4,1,30,0,60.2,80,60
1694,2020,3,4,1,40,0,60,80,60
1695,2020,3,4,1,50,0,60,80,60
1696,2020,3,4,2,0,0,60,80,59.2
1697,2020,3,4,2,10,0,59.2,80,59.4
1698,2020,3,4,2,20,0,59.4,80,59
1699,2020,3,4,2,30,0,59,81,59
1700,2020,3,4,2,40,0,59,81,57.8
1701,2020,3,4,2,50,0,57.8,81,57
1702,2020,3,4,3,0,0,57,81,56.4
1703,2020,3,4,3,10,0,56.4,81.4,55.6
1704,2020,3,4,3,20,0,55.6,82,54.2
1705,2020,3,4,3,30,0,54.2,82.6,53.4
1706,2020,3,4,3,40,0,53.4,83.2,50.6
1707,2020,3,4,3,50,0,50.6,84,48
1708,2020,3,4,4,0,0,48,84.2,46.6
1709,2020,3,4,4,10,0,46.6,84,46.6
1710,2020,3,4,4,20,0,46.6,84.4,46
1711,2020,3,4,4,30,0,46,85,45.4
1712,2020,3,4,4,40,0,45.4,85.2,44.6
1713,2020,3,4,4,50,0,44.6,86.2,43.6
1714,2020,3,4,5,0,0,43.6,86.8,43.2
1715,2020,3,4,5,10,0,43.2,87,41.2
1716,2020,3,4,5,20,0,41.2,87.8,40.4
1717,2020,3,4,5,30,0,40.4,88.2,38.4
1718,2020,3,4,5,40,0,38.4,88.8,38.6
1719,2020,3,4,5,50,0,38.6,89,38.4
1720,2020,3,4,6,0,0,38.4,88.8,36.4
1721,2020,3,4,6,10,0,36.4,89.6,35.6
1722,2020,3,4,6,20,0,35.6,90.6,34.8
1723,2020,3,4,6,30,0,34.8,90.2,33.6
1724,2020,3,4,6,40,0,33.6,91.6,31.8
1725,2020,3,4,6,50,0,31.8,93.2,31
1726,2020,3,4,7,0,0,31,93.6,30
1727,2020,3,4,7,10,0,30,93.8,30.4
1728,2020,3,4,7,20,0,30.4,93.8,30
1729,2020,3,4,7,30,0,30,94,29.2
1730,2020,3,4,7,40,0,29.2,94.4,28.6
1731,2020,3,4,7,50,0,28.6,95.4,27.6
1732,2020,3,4,8,0,0,27.6,96.2,27
1733,2020,3,4,8,10,0,27,96.8,26.4
1734,2020,3,4,8,20,0,26.4,98,26
1735,2020,3,4,8,30,0,26,97.8,26
1736,2020,3,4,8,40,0,26,97.2,25.6
1737,2020,3,4,8,50,0,25.6,98,25.4
1738,2020,3,4,9,0,0,25.4,97.6,25.4
1739,2020,3,4,9,10,0,25.4,97.6,25.6
1740,2020,3,4,9,20,0,25.6,97.4,25
1741,2020,3,4,9,30,0,25,97.2,25
1742,2020,3,4,9,40,0,25,98,24.6
1743,2020,3,4,9,50,0,24.6,97.8,24
1744,2020,3,4,10,0,0,24,99,24.4
1745,2020,3,4,10,10,0,24.4,98.4,24
1746,2020,3,4,10,20,0,24,98.2,24.2
1747,2020,3,4,10,30,0,24.2,98.2,23.8
1748,2020,3,4,10,40,0,23.8,99.2,23.8
1749,2020,3,4,10,50,0,23.8,98.6,23.6
1750,2020,3,4,11,0,0,23.6,98.8,24
1751,2020,3,4,11,10,0,24,98.4,23.8
1752,2020,3,4,11,20,0,23.8,98.8,23.6
1753,2020,3,4,11,30,0,23.6,98.4,23.6
1754,2020,3,4,11,40,0,23.6,98,24.4
1755,2020,3,4,11,50,0,24.4,97.8,24.4
1756,2020,3,4,12,0,0,24.4,97,25
1757,2020,3,4,12,10,0,25,96.8,25.8
1758,2020,3,4,12,20,0,25.8,94.8,26.2
1759,2020,3,4,12,30,0,26.2,94,27
1760,2020,3,4,12,40,0,27,93,27.8
1761,2020,3,4,12,50,0,27.8,92.8,28.2
1762,2020,3,4,13,0,0,28.2,92,28.4
1763,2020,3,4,13,10,0,28.4,91.2,29
1764,2020,3,4,13,20,0,29,91,29.6
1765,2020,3,4,13,30,0,29.6,90.2,30
1766,2020,3,4,13,40,0,30,90,30.2
1767,2020,3,4,13,50,0,30.2,90,31
1768,2020,3,4,14,0,0,31,90,31.4
1769,2020,3,4,14,10,0,31.4,90,31
1770,2020,3,4,14,20,0,31,90,31
1771,2020,3,4,14,30,0,31,89.2,31
1772,2020,3,4,14,40,0,31,89,30.8
1773,2020,3,4,14,50,0,30.8,89,31
1774,2020,3,4,15,0,0,31,88.8,31
1775,2020,3,4,15,10,0,31,88,31.2
1776,2020,3,4,15,20,0,31.2,88,31
1777,2020,3,4,15,30,0,31,88,31.2
1778,2020,3,4,15,40,0,31.2,88,31
1779,2020,3,4,15,50,0,31,88,31
1780,2020,3,4,16,0,0,31,88,31.4
1781,2020,3,4,16,10,0,31.4,87,32.2
1782,2020,3,4,16,20,0,32.2,87,32.6
1783,2020,3,4,16,30,0,32.6,87,33.2
1784,2020,3,4,16,40,0,33.2,87,33.2
1785,2020,3,4,16,50,0,33.2,87,33.2
1786,2020,3,4,17,0,0,33.2,87,34
1787,2020,3,4,17,10,0,34,87,34.4
1788,2020,3,4,17,20,0,34.4,86.6,34.4
1789,2020,3,4,17,30,0,34.4,86,34
1790,2020,3,4,17,40,0,34,86,34
1791,2020,3,4,17,50,0,34,86,34.4
1792,2020,3,4,18,0,0,34.4,85.8,35.4
1793,2020,3,4,18,10,0,35.4,85.8,37.8
1794,2020,3,4,18,20,0,37.8,85.6,39.8
1795,2020,3,4,18,30,0,39.8,85,40.8
1796,2020,3,4,18,40,0,40.8,84.6,41.4
1797,2020,3,4,18,50,0,41.4,84,42
1798,2020,3,4,19,0,0,42,84,42
1799,2020,3,4,19,10,0,42,84,42.8
1800,2020,3,4,19,20,0,42.8,83.4,43.2
1801,2020,3,4,19,30,0,43.2,82.6,43
1802,2020,3,4,19,40,0,43,82.8,44
1803,2020,3,4,19,50,0,44,82,44.6
1804,2020,3,4,20,0,0,44.6,81.8,45.2
1805,2020,3,4,20,10,0,45.2,81.4,46
1806,2020,3,4,20,20,0,46,81,46
1807,2020,3,4,20,30,0,46,81,45.4
1808,2020,3,4,20,40,0,45.4,81,44.4
1809,2020,3,4,20,50,0,44.4,81.2,44
1810,2020,3,4,21,0,0,44,82,44.2
1811,2020,3,4,21,10,0,44.2,82,45.6
1812,2020,3,4,21,20,0,45.6,81,45.6
1813,2020,3,4,21,30,0,45.6,81,46.2
1814,2020,3,4,21,40,0,46.2,81,46.8
1815,2020,3,4,21,50,0,46.8,81,46.2
1816,2020,3,4,22,0,0,46.2,81.8,46.2
1817,2020,3,4,22,10,0,46.2,81.8,46.8
1818,2020,3,4,22,20,0,46.8,81.6,47.6
1819,2020,3,4,22,30,0,47.6,81,48
1820,2020,3,4,22,40,0,48,81,49
1821,2020,3,4,22,50,0,49,80,49.2
1822,2020,3,4,23,0,0,49.2,80.2,49.4
1823,2020,3,4,23,10,0,49.4,80,50
1824,2020,3,4,23,20,0,50,80,50
1825,2020,3,4,23,30,0,50,80,50.6
1826,2020,3,4,23,40,0,50.6,80,51
1827,2020,3,4,23,50,0,51,80,51.6
1828,2020,3,5,0,0,0,51.6,80,52.4
1829,2020,3,5,0,10,0,52.4,79.4,53
1830,2020,3,5,0,20,0,53,79,53
1831,2020,3,5,0,30,0,53,79,53
1832,2020,3,5,0,40,0,53,79,53.4
1833,2020,3,5,0,50,0,53.4,79,53.2
1834,2020,3,5,1,0,0,53.2,79.2,53.4
1835,2020,3,5,1,10,0,53.4,79,53.4
1836,2020,3,5,1,20,0,53.4,79.4,54
1837,2020,3,5,1,30,0,54,79,54
1838,2020,3,5,1,40,0,54,79,54.2
1839,2020,3,5,1,50,0,54.2,79,53.8
1840,2020,3,5,2,0,0,53.8,79.8,53.8
1841,2020,3,5,2,10,0,53.8,79.8,53.4
1842,2020,3,5,2,20,0,53.4,80,52.2
1843,2020,3,5,2,30,0,52.2,80.4,51.8
1844,2020,3,5,2,40,0,51.8,80.8,50.4
1845,2020,3,5,2,50,0,50.4,81.2,49.6
1846,2020,3,5,3,0,0,49.6,82,49
1847,2020,3,5,3,10,0,49,82,47.6
1848,2020,3,5,3,20,0,47.6,82.8,46.6
1849,2020,3,5,3,30,0,46.6,83,45.8
1850,2020,3,5,3,40,0,45.8,83.6,45.2
1851,2020,3,5,3,50,0,45.2,84,43.8
1852,2020,3,5,4,0,0,43.8,85,43
1853,2020,3,5,4,10,0,43,85.8,41.8
1854,2020,3,5,4,20,0,41.8,86,41.2
1855,2020,3,5,4,30,0,41.2,86.6,40.4
1856,2020,3,5,4,40,0,40.4,87,40
1857,2020,3,5,4,50,0,40,87,39.4
1858,2020,3,5,5,0,0,39.4,87.4,39
1859,2020,3,5,5,10,0,39,88.2,37.8
1860,2020,3,5,5,20,0,37.8,89.6,37
1861,2020,3,5,5,30,0,37,90,36.4
1862,2020,3,5,5,40,0,36.4,90.6,36
1863,2020,3,5,5,50,0,36,91,35.4
1864,2020,3,5,6,0,0,35.4,91.4,34.8
1865,2020,3,5,6,10,0,34.8,92,33.6
1866,2020,3,5,6,20,0,33.6,92.4,33
1867,2020,3,5,6,30,0,33,93.4,31.8
1868,2020,3,5,6,40,0,31.8,93.8,31.2
1869,2020,3,5,6,50,0,31.2,94.2,30.4
1870,2020,3,5,7,0,0,30.4,94.6,29.8
1871,2020,3,5,7,10,0,29.8,95,29
1872,2020,3,5,7,20,0,29,94.8,28.4
1873,2020,3,5,7,30,0,28.4,95.8,28
1874,2020,3,5,7,40,0,28,95.8,27.8
1875,2020,3,5,7,50,0,27.8,96.6,26.8
1876,2020,3,5,8,0,0,26.8,97.4,26.2
1877,2020,3,5,8,10,0,26.2,97.4,25.6
1878,2020,3,5,8,20,0,25.6,98,25
1879,2020,3,5,8,30,0,25,98.8,24.2
1880,2020,3,5,8,40,0,24.2,98.8,25.2
1881,2020,3,5,8,50,0,25.2,97.8,25
1882,2020,3,5,9,0,0,25,97.8,24.6
1883,2020,3,5,9,10,0,24.6,98.6,23.6
1884,2020,3,5,9,20,0,23.6,98.8,22.4
1885,2020,3,5,9,30,0,22.4,99.6,23.2
1886,2020,3,5,9,40,0,23.2,99,24.2
1887,2020,3,5,9,50,0,24.2,97.8,24.75
1888,2020,3,5,10,0,0,24.75,97.75,25.2
1889,2020,3,5,10,10,0,25.2,97.8,27.6
1890,2020,3,5,10,20,0,27.6,96.4,28.4
1891,2020,3,5,10,30,0,28.4,95.4,28.4
1892,2020,3,5,10,40,0,28.4,95.8,27
1893,2020,3,5,10,50,0,27,97,25.4
1894,2020,3,5,11,0,0,25.4,97.6,24.8
1895,2020,3,5,11,10,0,24.8,97.2,26.6
1896,2020,3,5,11,20,0,26.6,97,27.2
1897,2020,3,5,11,30,0,27.2,96.6,27.2
1898,2020,3,5,11,40,0,27.2,97,27
1899,2020,3,5,11,50,0,27,97,28
1900,2020,3,5,12,0,0,28,96,28.6
1901,2020,3,5,12,10,0,28.6,95,29
1902,2020,3,5,12,20,0,29,94.8,29
1903,2020,3,5,12,30,0,29,94,29.6
1904,2020,3,5,12,40,0,29.6,93.2,30
1905,2020,3,5,12,50,0,30,93,30.6
1906,2020,3,5,13,0,0,30.6,93,31.2
1907,2020,3,5,13,10,0,31.2,92.2,32
1908,2020,3,5,13,20,0,32,91.6,32.6
1909,2020,3,5,13,30,0,32.6,91,33
1910,2020,3,5,13,40,0,33,90.2,33.2
1911,2020,3,5,13,50,0,33.2,90,34
1912,2020,3,5,14,0,0,34,89.4,34.6
1913,2020,3,5,14,10,0,34.6,89.2,35
1914,2020,3,5,14,20,0,35,88.8,35.6
1915,2020,3,5,14,30,0,35.6,88,35.8
1916,2020,3,5,14,40,0,35.8,88.6,36
1917,2020,3,5,14,50,0,36,88,36.2
1918,2020,3,5,15,0,0,36.2,88,37
1919,2020,3,5,15,10,0,37,88,37.6
1920,2020,3,5,15,20,0,37.6,88,38
1921,2020,3,5,15,30,0,38,88,38.2
1922,2020,3,5,15,40,0,38.2,87.8,39
1923,2020,3,5,15,50,0,39,87.2,39
1924,2020,3,5,16,0,0,39,87.2,39
1925,2020,3,5,16,10,0,39,87,39
1926,2020,3,5,16,20,0,39,87,39.8
1927,2020,3,5,16,30,0,39.8,87,40
1928,2020,3,5,16,40,0,40,86,41
1929,2020,3,5,16,50,0,41,86,42
1930,2020,3,5,17,0,0,42,86,42.4
1931,2020,3,5,17,10,0,42.4,86,42.8
1932,2020,3,5,17,20,0,42.8,85.6,44.6
1933,2020,3,5,17,30,0,44.6,85,45.6
1934,2020,3,5,17,40,0,45.6,84,46.6
1935,2020,3,5,17,50,0,46.6,84,47.2
1936,2020,3,5,18,0,0,47.2,83.8,47.4
1937,2020,3,5,18,10,0,47.4,83.8,48.4
1938,2020,3,5,18,20,0,48.4,83,49.4
1939,2020,3,5,18,30,0,49.4,83,49.8
1940,2020,3,5,18,40,0,49.8,83,50
1941,2020,3,5,18,50,0,50,83,50.6
1942,2020,3,5,19,0,0,50.6,83,51
1943,2020,3,5,19,10,0,51,82.2,51
1944,2020,3,5,19,20,0,51,82.8,52
1945,2020,3,5,19,30,0,52,82.2,53
1946,2020,3,5,19,40,0,53,82,53.2
1947,2020,3,5,19,50,0,53.2,82,54
1948,2020,3,5,20,0,0,54,81.8,54
1949,2020,3,5,20,10,0,54,81.6,54
1950,2020,3,5,20,20,0,54,82,54
1951,2020,3,5,20,30,0,54,82,54
1952,2020,3,5,20,40,0,54,82,54
1953,2020,3,5,20,50,0,54,82,54.8
1954,2020,3,5,21,0,0,54.8,81,54.4
1955,2020,3,5,21,10,0,54.4,81.4,54.2
1956,2020,3,5,21,20,0,54.2,82,54
1957,2020,3,5,21,30,0,54,82,53.8
1958,2020,3,5,21,40,0,53.8,81.4,53.4
1959,2020,3,5,21,50,0,53.4,81.8,52.8
1960,2020,3,5,22,0,0,52.8,81.4,52
1961,2020,3,5,22,10,0,52,82,52
1962,2020,3,5,22,20,0,52,82,51.2
1963,2020,3,5,22,30,0,51.2,82,51.8
1964,2020,3,5,22,40,0,51.8,81,51.2
1965,2020,3,5,22,50,0,51.2,81.6,51.8
1966,2020,3,5,23,0,0,51.8,81.4,52
1967,2020,3,5,23,10,0,52,81,52
1968,2020,3,5,23,20,0,52,81,52
1969,2020,3,5,23,30,0,52,81,52
1970,2020,3,5,23,40,0,52,81,53
1971,2020,3,5,23,50,0,53,81,53.8
1972,2020,3,6,0,0,0,53.8,80.4,53.4
1973,2020,3,6,0,10,0,53.4,81,53.8
1974,2020,3,6,0,20,0,53.8,80.8,53.8
1975,2020,3,6,0,30,0,53.8,80.6,54
1976,2020,3,6,0,40,0,54,80,54
1977,2020,3,6,0,50,0,54,80,54.8
1978,2020,3,6,1,0,0,54.8,80,55
1979,2020,3,6,1,10,0,55,80,55
1980,2020,3,6,1,20,0,55,80,56
1981,2020,3,6,1,30,0,56,80,56
1982,2020,3,6,1,40,0,56,80,55.4
1983,2020,3,6,1,50,0,55.4,80,55.6
1984,2020,3,6,2,0,0,55.6,80.2,55.2
1985,2020,3,6,2,10,0,55.2,80.6,54.6
1986,2020,3,6,2,20,0,54.6,81,53.8
1987,2020,3,6,2,30,0,53.8,81,54
1988,2020,3,6,2,40,0,54,81.2,52.8
1989,2020,3,6,2,50,0,52.8,81.6,51.8
1990,2020,3,6,3,0,0,51.8,81.6,50.8
1991,2020,3,6,3,10,0,50.8,82,49.6
1992,2020,3,6,3,20,0,49.6,82.4,48.8
1993,2020,3,6,3,30,0,48.8,82.8,48.2
1994,2020,3,6,3,40,0,48.2,82.8,48.4
1995,2020,3,6,3,50,0,48.4,82.8,48
1996,2020,3,6,4,0,0,48,83,48.6
1997,2020,3,6,4,10,0,48.6,83,48.2
1998,2020,3,6,4,20,0,48.2,83.8,47.2
1999,2020,3,6,4,30,0,47.2,84.2,45.2
2000,2020,3,6,4,40,0,45.2,85.4,43.4
2001,2020,3,6,4,50,0,43.4,86.6,41.2
2002,2020,3,6,5,0,0,41.2,87.8,40.8
2003,2020,3,6,5,10,0,40.8,88,40.2
2004,2020,3,6,5,20,0,40.2,88.2,40.6
2005,2020,3,6,5,30,0,40.6,88.2,39.4
2006,2020,3,6,5,40,0,39.4,89,38.2
2007,2020,3,6,5,50,0,38.2,90,37.8
2008,2020,3,6,6,0,0,37.8,90.2,37
2009,2020,3,6,6,10,0,37,90.8,36.6
2010,2020,3,6,6,20,0,36.6,91,36.8
2011,2020,3,6,6,30,0,36.8,91,36.2
2012,2020,3,6,6,40,0,36.2,91.6,34.6
2013,2020,3,6,6,50,0,34.6,92.8,35
2014,2020,3,6,7,0,0,35,92.8,35
2015,2020,3,6,7,10,0,35,92.2,33.6
2016,2020,3,6,7,20,0,33.6,93.4,32.6
2017,2020,3,6,7,30,0,32.6,94.6,31
2018,2020,3,6,7,40,0,31,95.8,31
2019,2020,3,6,7,50,0,31,95.8,30.6
2020,2020,3,6,8,0,0,30.6,95,30
2021,2020,3,6,8,10,0,30,96,29.8
2022,2020,3,6,8,20,0,29.8,95.8,30
2023,2020,3,6,8,30,0,30,95.6,30.4
2024,2020,3,6,8,40,0,30.4,95.2,28.6
2025,2020,3,6,8,50,0,28.6,96.4,28.6
2026,2020,3,6,9,0,0,28.6,96.6,28.6
2027,2020,3,6,9,10,0,28.6,96,27.4
2028,2020,3,6,9,20,0,27.4,97,26.8
2029,2020,3,6,9,30,0,26.8,97,26
2030,2020,3,6,9,40,0,26,97.6,26
2031,2020,3,6,9,50,0,26,97.8,25.2
2032,2020,3,6,10,0,0,25.2,98.2,24.4
2033,2020,3,6,10,10,0,24.4,99.2,23.8
2034,2020,3,6,10,20,0,23.8,99,25
2035,2020,3,6,10,30,0,25,97.2,24.4
2036,2020,3,6,10,40,0,24.4,98,23.6
2037,2020,3,6,10,50,0,23.6,99,23.8
2038,2020,3,6,11,0,0,23.8,99,24
2039,2020,3,6,11,10,0,24,98.2,24.4
2040,2020,3,6,11,20,0,24.4,97.8,24.2
2041,2020,3,6,11,30,0,24.2,98.2,24
2042,2020,3,6,11,40,0,24,98.2,24
2043,2020,3,6,11,50,0,24,98,24.8
2044,2020,3,6,12,0,0,24.8,97.4,25.2
2045,2020,3,6,12,10,0,25.2,97,25.4
2046,2020,3,6,12,20,0,25.4,96,26.6
2047,2020,3,6,12,30,0,26.6,95.8,27.4
2048,2020,3,6,12,40,0,27.4,95,27.2
2049,2020,3,6,12,50,0,27.2,94.6,28
2050,2020,3,6,13,0,0,28,94,28.6
2051,2020,3,6,13,10,0,28.6,93.8,29.4
2052,2020,3,6,13,20,0,29.4,93,30
2053,2020,3,6,13,30,0,30,93,31
2054,2020,3,6,13,40,0,31,92.2,31
2055,2020,3,6,13,50,0,31,92,32
2056,2020,3,6,14,0,0,32,91.6,32
2057,2020,3,6,14,10,0,32,91,32.2
2058,2020,3,6,14,20,0,32.2,91,32.8
2059,2020,3,6,14,30,0,32.8,91,33
2060,2020,3,6,14,40,0,33,90.6,33.6
2061,2020,3,6,14,50,0,33.6,89.4,34
2062,2020,3,6,15,0,0,34,89.4,34
2063,2020,3,6,15,10,0,34,89,35.2
2064,2020,3,6,15,20,0,35.2,88.8,39.2
2065,2020,3,6,15,30,0,39.2,87.8,41
2066,2020,3,6,15,40,0,41,87.4,44.4
2067,2020,3,6,15,50,0,44.4,85.4,44.8
2068,2020,3,6,16,0,0,44.8,85,45
2069,2020,3,6,16,10,0,45,85,45.4
2070,2020,3,6,16,20,0,45.4,85,45.8
2071,2020,3,6,16,30,0,45.8,85,46
2072,2020,3,6,16,40,0,46,85,46.8
2073,2020,3,6,16,50,0,46.8,85,46.6
2074,2020,3,6,17,0,0,46.6,85,47
2075,2020,3,6,17,10,0,47,85.4,46.2
2076,2020,3,6,17,20,0,46.2,86,46.8
2077,2020,3,6,17,30,0,46.8,85.6,46.4
2078,2020,3,6,17,40,0,46.4,85.8,46
2079,2020,3,6,17,50,0,46,86,46.4
2080,2020,3,6,18,0,0,46.4,85.4,47.8
2081,2020,3,6,18,10,0,47.8,85,48
2082,2020,3,6,18,20,0,48,85,48.4
2083,2020,3,6,18,30,0,48.4,85,48.6
2084,2020,3,6,18,40,0,48.6,84.8,49
2085,2020,3,6,18,50,0,49,85,49.8
2086,2020,3,6,19,0,0,49.8,84,51
2087,2020,3,6,19,10,0,51,83.8,51.4
2088,2020,3,6,19,20,0,51.4,83.6,53.8
2089,2020,3,6,19,30,0,53.8,83,55.2
2090,2020,3,6,19,40,0,55.2,82.4,56.4
2091,2020,3,6,19,50,0,56.4,82,58.2
2092,2020,3,6,20,0,0,58.2,82,58.4
2093,2020,3,6,20,10,0,58.4,82,58.8
2094,2020,3,6,20,20,0,58.8,82,59
2095,2020,3,6,20,30,0,59,82,59.6
2096,2020,3,6,20,40,0,59.6,81.6,59.8
2097,2020,3,6,20,50,0,59.8,81.8,59.6
2098,2020,3,6,21,0,0,59.6,82,59
2099,2020,3,6,21,10,0,59,82,59.4
2100,2020,3,6,21,20,0,59.4,82,58.8
2101,2020,3,6,21,30,0,58.8,82,55.4
2102,2020,3,6,21,40,0,55.4,82,54
2103,2020,3,6,21,50,0,54,82,52.4
2104,2020,3,6,22,0,0,52.4,82,51.4
2105,2020,3,6,22,10,0,51.4,82,51
2106,2020,3,6,22,20,0,51,82,50.6
2107,2020,3,6,22,30,0,50.6,82,50.4
2108,2020,3,6,22,40,0,50.4,82,50
2109,2020,3,6,22,50,0,50,82,50
2110,2020,3,6,23,0,0,50,82,49.8
2111,2020,3,6,23,10,0,49.8,82,50
2112,2020,3,6,23,20,0,50,82,49.4
2113,2020,3,6,23,30,0,49.4,82,49.8
2114,2020,3,6,23,40,0,49.8,82,49.8
2115,2020,3,6,23,50,0,49.8,82,49.8
2116,2020,3,7,0,0,0,49.8,82,50
2117,2020,3,7,0,10,0,50,81.6,50.2
2118,2020,3,7,0,20,0,50.2,81,50.6
2119,2020,3,7,0,30,0,50.6,81,51
2120,2020,3,7,0,40,0,51,81,51
2121,2020,3,7,0,50,0,51,81,50.8
2122,2020,3,7,1,0,0,50.8,81,51
2123,2020,3,7,1,10,0,51,81,51.8
2124,2020,3,7,1,20,0,51.8,81,53.2
2125,2020,3,7,1,30,0,53.2,81,54
2126,2020,3,7,1,40,0,54,81,54.8
2127,2020,3,7,1,50,0,54.8,81,54.2
2128,2020,3,7,2,0,0,54.2,81.2,54
2129,2020,3,7,2,10,0,54,81.4,54
2130,2020,3,7,2,20,0,54,81.2,54.2
2131,2020,3,7,2,30,0,54.2,81.2,53.6
2132,2020,3,7,2,40,0,53.6,81.6,53
2133,2020,3,7,2,50,0,53,82,53
2134,2020,3,7,3,0,0,53,82,53.6
2135,2020,3,7,3,10,0,53.6,82,55
2136,2020,3,7,3,20,0,55,81.8,54.6
2137,2020,3,7,3,30,0,54.6,82,53
2138,2020,3,7,3,40,0,53,82.4,53.2
2139,2020,3,7,3,50,0,53.2,82,55.6
2140,2020,3,7,4,0,0,55.6,81.4,55.4
2141,2020,3,7,4,10,0,55.4,81.8,55
2142,2020,3,7,4,20,0,55,82,57.5
2143,2020,3,7,4,30,0,57.5,82,60.8
2144,2020,3,7,4,40,0,60.8,81.6,60.6
2145,2020,3,7,4,50,0,60.6,81.6,58
2146,2020,3,7,5,0,0,58,82,57.6
2147,2020,3,7,5,10,0,57.6,82.4,55.4
2148,2020,3,7,5,20,0,55.4,83,53.2
2149,2020,3,7,5,30,0,53.2,84,50
2150,2020,3,7,5,40,0,50,85.4,48.6
2151,2020,3,7,5,50,0,48.6,86.4,47.4
2152,2020,3,7,6,0,0,47.4,87,46.4
2153,2020,3,7,6,10,0,46.4,87.8,44
2154,2020,3,7,6,20,0,44,88.8,43
2155,2020,3,7,6,30,0,43,89.2,40.2
2156,2020,3,7,6,40,0,40.2,90.2,40
2157,2020,3,7,6,50,0,40,90.6,39.2
2158,2020,3,7,7,0,0,39.2,90.6,38
2159,2020,3,7,7,10,0,38,91.2,36.2
2160,2020,3,7,7,20,0,36.2,92.2,36
2161,2020,3,7,7,30,0,36,92,36.2
2162,2020,3,7,7,40,0,36.2,92,35
2163,2020,3,7,7,50,0,35,92.8,34.4
2164,2020,3,7,8,0,0,34.4,93.6,33.6
2165,2020,3,7,8,10,0,33.6,94.4,33.4
2166,2020,3,7,8,20,0,33.4,93.6,34.6
2167,2020,3,7,8,30,0,34.6,93.4,33
2168,2020,3,7,8,40,0,33,95.2,31.2
2169,2020,3,7,8,50,0,31.2,96,29.8
2170,2020,3,7,9,0,0,29.8,96.6,29
2171,2020,3,7,9,10,0,29,96.8,29.2
2172,2020,3,7,9,20,0,29.2,97.2,29
2173,2020,3,7,9,30,0,29,97.4,28.2
2174,2020,3,7,9,40,0,28.2,97.8,28.2
2175,2020,3,7,9,50,0,28.2,97.2,28.8
2176,2020,3,7,10,0,0,28.8,96.2,28.6
2177,2020,3,7,10,10,0,28.6,96.8,28.4
2178,2020,3,7,10,20,0,28.4,96.8,27.8
2179,2020,3,7,10,30,0,27.8,96.2,28.8
2180,2020,3,7,10,40,0,28.8,96.2,28.2
2181,2020,3,7,10,50,0,28.2,96.6,28.6
2182,2020,3,7,11,0,0,28.6,96,29.2
2183,2020,3,7,11,10,0,29.2,95.4,29
2184,2020,3,7,11,20,0,29,95,29.4
2185,2020,3,7,11,30,0,29.4,94.2,30
2186,2020,3,7,11,40,0,30,94,29.8
2187,2020,3,7,11,50,0,29.8,93.4,30
2188,2020,3,7,12,0,0,30,93.8,31
2189,2020,3,7,12,10,0,31,92.8,31.6
2190,2020,3,7,12,20,0,31.6,92.2,33
2191,2020,3,7,12,30,0,33,91,33.8
2192,2020,3,7,12,40,0,33.8,90.4,34
2193,2020,3,7,12,50,0,34,90.8,34.6
