index,year,month,day,hour,minute,second,recnt_Humid,recnt_Temp,Target_Humid
1,2020,2,4,6,30,0,32.33,80.33,28.6
2,2020,2,4,6,40,0,28.6,82,27.4
3,2020,2,4,6,50,0,27.4,83.6,26.4
4,2020,2,4,7,0,0,26.4,84.6,26
5,2020,2,4,7,10,0,26,85.2,26.4
6,2020,2,4,7,20,0,26.4,86,25
7,2020,2,4,7,30,0,25,86.2,23.6
8,2020,2,4,7,40,0,23.6,86.8,23
9,2020,2,4,7,50,0,23,87,23
10,2020,2,4,8,0,0,23,87.8,22.2
11,2020,2,4,8,10,0,22.2,88,22.2
12,2020,2,4,8,20,0,22.2,88.2,22.6
13,2020,2,4,8,30,0,22.6,89,22.4
14,2020,2,4,8,40,0,22.4,89,21.8
15,2020,2,4,8,50,0,21.8,89,21
16,2020,2,4,9,0,0,21,89,20
17,2020,2,21,10,10,0,20,89,17.5
18,2020,2,21,10,20,0,17.5,96,13.75
19,2020,2,21,10,30,0,13.75,96,14.2
20,2020,2,21,10,40,0,14.2,96.4,11.33
21,2020,2,21,10,50,0,11.33,102.33,12
22,2020,2,21,11,0,0,12,99,12.67
23,2020,2,21,11,10,0,12.67,96.67,13.33
24,2020,2,21,11,20,0,13.33,96,14
25,2020,2,21,11,30,0,14,95,14
26,2020,2,21,11,40,0,14,93.33,14.6
27,2020,2,21,11,50,0,14.6,92.6,15.6
28,2020,2,21,12,0,0,15.6,92,16
29,2020,2,21,12,10,0,16,91.4,16.6
30,2020,2,21,12,20,0,16.6,91,17
31,2020,2,21,12,30,0,17,90,17.4
32,2020,2,21,12,40,0,17.4,89.8,18
33,2020,2,21,12,50,0,18,89.2,19
34,2020,2,21,13,0,0,19,88.6,19.6
35,2020,2,21,13,10,0,19.6,88,20
36,2020,2,21,13,20,0,20,87.2,20.6
37,2020,2,21,13,30,0,20.6,87,21
38,2020,2,21,13,40,0,21,86.2,20.2
39,2020,2,21,13,50,0,20.2,85.8,20
40,2020,2,21,14,0,0,20,85,20
41,2020,2,21,14,10,0,20,85,21.2
42,2020,2,21,14,20,0,21.2,84.8,26.8
43,2020,2,21,14,30,0,26.8,84,30.6
44,2020,2,21,14,40,0,30.6,84,33.4
45,2020,2,21,14,50,0,33.4,83.8,37
46,2020,2,21,15,0,0,37,83,38.6
47,2020,2,21,15,10,0,38.6,83,40
48,2020,2,21,15,20,0,40,82,41
49,2020,2,21,15,30,0,41,82,42.2
50,2020,2,21,15,40,0,42.2,81,43
51,2020,2,21,15,50,0,43,81,43.8
52,2020,2,21,16,0,0,43.8,80.4,44.6
53,2020,2,21,16,10,0,44.6,80,45
54,2020,2,21,16,20,0,45,80,45.8
55,2020,2,21,16,30,0,45.8,79.4,47
56,2020,2,21,16,40,0,47,79,47.6
57,2020,2,21,16,50,0,47.6,78.6,49.2
58,2020,2,21,17,0,0,49.2,78,50
59,2020,2,21,17,10,0,50,78,50
60,2020,2,21,17,20,0,50,78,51.4
61,2020,2,21,17,30,0,51.4,78,53
62,2020,2,21,17,40,0,53,77.2,53.8
63,2020,2,21,17,50,0,53.8,77,55.2
64,2020,2,21,18,0,0,55.2,77,55.2
65,2020,2,21,18,10,0,55.2,77,55.6
66,2020,2,21,18,20,0,55.6,77,56.6
67,2020,2,21,18,30,0,56.6,76.2,56
68,2020,2,21,18,40,0,56,76.8,58.2
69,2020,2,21,18,50,0,58.2,76,59.6
70,2020,2,21,19,0,0,59.6,75.4,60.2
71,2020,2,21,19,10,0,60.2,75,60
72,2020,2,21,19,20,0,60,75,60.6
73,2020,2,21,19,30,0,60.6,75,61.2
74,2020,2,21,19,40,0,61.2,74.6,61.4
75,2020,2,21,19,50,0,61.4,74,61.6
76,2020,2,21,20,0,0,61.6,74,61.8
77,2020,2,21,20,10,0,61.8,74,61
78,2020,2,21,20,20,0,61,74,61
79,2020,2,21,20,30,0,61,74,61
80,2020,2,21,20,40,0,61,74,61.8
81,2020,2,21,20,50,0,61.8,73.8,61.6
82,2020,2,21,21,0,0,61.6,74,62.4
83,2020,2,21,21,10,0,62.4,73,62
84,2020,2,21,21,20,0,62,73.2,62.4
85,2020,2,21,21,30,0,62.4,73,62.2
86,2020,2,21,21,40,0,62.2,73,62
87,2020,2,21,21,50,0,62,73,63
88,2020,2,21,22,0,0,63,72.8,62.8
89,2020,2,21,22,10,0,62.8,73,63.6
90,2020,2,21,22,20,0,63.6,72.2,64.2
91,2020,2,21,22,30,0,64.2,72,65
92,2020,2,21,22,40,0,65,71.6,65.4
93,2020,2,21,22,50,0,65.4,71.2,65.4
94,2020,2,21,23,0,0,65.4,71,65
95,2020,2,21,23,10,0,65,71,65.8
96,2020,2,21,23,20,0,65.8,71,66
97,2020,2,21,23,30,0,66,71,65
98,2020,2,21,23,40,0,65,71,64.8
99,2020,2,21,23,50,0,64.8,71.6,64.8
100,2020,2,22,0,0,0,64.8,71,64
101,2020,2,22,0,10,0,64,71,63.8
102,2020,2,22,0,20,0,63.8,71.2,63.6
103,2020,2,22,0,30,0,63.6,71.2,64
104,2020,2,22,0,40,0,64,71,64
105,2020,2,22,0,50,0,64,71,63.2
106,2020,2,22,1,0,0,63.2,71,63.4
107,2020,2,22,1,10,0,63.4,71,63
108,2020,2,22,1,20,0,63,71,63
109,2020,2,22,1,30,0,63,71,62.8
110,2020,2,22,1,40,0,62.8,70.8,63
111,2020,2,22,1,50,0,63,71,63
112,2020,2,22,2,0,0,63,71,62.2
113,2020,2,22,2,10,0,62.2,71.2,61.6
114,2020,2,22,2,20,0,61.6,72,61.2
115,2020,2,22,2,30,0,61.2,72,61
116,2020,2,22,2,40,0,61,72,60.4
117,2020,2,22,2,50,0,60.4,72.8,59.4
118,2020,2,22,3,0,0,59.4,73,59
119,2020,2,22,3,10,0,59,74,58
120,2020,2,22,3,20,0,58,74.2,56.8
121,2020,2,22,3,30,0,56.8,74.6,55.6
122,2020,2,22,3,40,0,55.6,75.2,54.2
123,2020,2,22,3,50,0,54.2,76,52.8
124,2020,2,22,4,0,0,52.8,76.8,51.4
125,2020,2,22,4,10,0,51.4,77.4,49.8
126,2020,2,22,4,20,0,49.8,78.2,47.8
127,2020,2,22,4,30,0,47.8,79,45.4
128,2020,2,22,4,40,0,45.4,79.8,43.8
129,2020,2,22,4,50,0,43.8,80.4,42.6
130,2020,2,22,5,0,0,42.6,81,42.8
131,2020,2,22,5,10,0,42.8,81.4,41.2
132,2020,2,22,5,20,0,41.2,82.4,40
133,2020,2,22,5,30,0,40,83.2,37.6
134,2020,2,22,5,40,0,37.6,84,35.6
135,2020,2,22,5,50,0,35.6,84,34.8
136,2020,2,22,6,0,0,34.8,84.6,34
137,2020,2,22,6,10,0,34,85.4,32.6
138,2020,2,22,6,20,0,32.6,85.6,31.2
139,2020,2,22,6,30,0,31.2,86.8,29.6
140,2020,2,22,6,40,0,29.6,87.2,29.4
141,2020,2,22,6,50,0,29.4,88.6,27.6
142,2020,2,22,7,0,0,27.6,89.4,25.8
143,2020,2,22,7,10,0,25.8,89,23.6
144,2020,2,22,7,20,0,23.6,89.6,23.2
145,2020,2,22,7,30,0,23.2,90.4,23
146,2020,2,22,7,40,0,23,91,22
147,2020,2,22,7,50,0,22,91.4,21.6
148,2020,2,22,8,0,0,21.6,92.2,21.2
149,2020,2,22,8,10,0,21.2,91.8,20.8
150,2020,2,22,8,20,0,20.8,92,21
151,2020,2,22,8,30,0,21,92.6,21
152,2020,2,22,8,40,0,21,92.6,20.6
153,2020,2,22,8,50,0,20.6,93.2,20
154,2020,2,22,9,0,0,20,93.8,20.4
155,2020,2,22,9,10,0,20.4,94,19.2
156,2020,2,22,9,20,0,19.2,94.2,20.4
157,2020,2,22,9,30,0,20.4,94.4,20.2
158,2020,2,22,9,40,0,20.2,94.8,20
159,2020,2,22,9,50,0,20,94,20
160,2020,2,22,10,0,0,20,94.6,20
161,2020,2,22,10,10,0,20,94.6,19.8
162,2020,2,22,10,20,0,19.8,95,20.6
163,2020,2,22,10,30,0,20.6,94.6,20.8
164,2020,2,22,10,40,0,20.8,94.4,20.6
165,2020,2,22,10,50,0,20.6,93.8,21
166,2020,2,22,11,0,0,21,93.8,21
167,2020,2,22,11,10,0,21,93,21
168,2020,2,22,11,20,0,21,93,22.2
169,2020,2,22,11,30,0,22.2,92.6,23.2
170,2020,2,22,11,40,0,23.2,91.6,24
171,2020,2,22,11,50,0,24,91,24.6
172,2020,2,22,12,0,0,24.6,89.8,25
173,2020,2,22,12,10,0,25,89,25.8
174,2020,2,22,12,20,0,25.8,88.2,26
175,2020,2,22,12,30,0,26,88,27
176,2020,2,22,12,40,0,27,87.4,27.4
177,2020,2,22,12,50,0,27.4,87,28
178,2020,2,22,13,0,0,28,86,28.4
179,2020,2,22,13,10,0,28.4,86,29
180,2020,2,22,13,20,0,29,85.6,29.4
181,2020,2,22,13,30,0,29.4,85,30
182,2020,2,22,13,40,0,30,85,31
183,2020,2,22,13,50,0,31,84.6,31.4
184,2020,2,22,14,0,0,31.4,84.4,32
185,2020,2,22,14,10,0,32,84,33
186,2020,2,22,14,20,0,33,84,33
187,2020,2,22,14,30,0,33,84,33.4
188,2020,2,22,14,40,0,33.4,83.4,34.4
189,2020,2,22,14,50,0,34.4,83,35.2
190,2020,2,22,15,0,0,35.2,82.8,36
191,2020,2,22,15,10,0,36,82.2,37.2
192,2020,2,22,15,20,0,37.2,81.8,38.6
193,2020,2,22,15,30,0,38.6,81,39
194,2020,2,22,15,40,0,39,81,40.8
195,2020,2,22,15,50,0,40.8,81,42.4
196,2020,2,22,16,0,0,42.4,80.4,43.6
197,2020,2,22,16,10,0,43.6,79.8,44.8
198,2020,2,22,16,20,0,44.8,79,45.8
199,2020,2,22,16,30,0,45.8,79,47.2
200,2020,2,22,16,40,0,47.2,78.8,48.8
201,2020,2,22,16,50,0,48.8,78.2,50.6
202,2020,2,22,17,0,0,50.6,77.4,51
203,2020,2,22,17,10,0,51,77.8,51.2
204,2020,2,22,17,20,0,51.2,77,53.6
205,2020,2,22,17,30,0,53.6,76.8,55.4
206,2020,2,22,17,40,0,55.4,76,56.2
207,2020,2,22,17,50,0,56.2,76,57.2
208,2020,2,22,18,0,0,57.2,75.4,58
209,2020,2,22,18,10,0,58,75.2,59
210,2020,2,22,18,20,0,59,75,59.6
211,2020,2,22,18,30,0,59.6,75,60
212,2020,2,22,18,40,0,60,75,60.6
213,2020,2,22,18,50,0,60.6,74.8,61.6
214,2020,2,22,19,0,0,61.6,74.2,62
215,2020,2,22,19,10,0,62,74.2,62.6
216,2020,2,22,19,20,0,62.6,74,63
217,2020,2,22,19,30,0,63,74,63.4
218,2020,2,22,19,40,0,63.4,74,63.8
219,2020,2,22,19,50,0,63.8,74,64.8
220,2020,2,22,20,0,0,64.8,73,65.4
221,2020,2,22,20,10,0,65.4,73,64.6
222,2020,2,22,20,20,0,64.6,73,64.2
223,2020,2,22,20,30,0,64.2,73,64
224,2020,2,22,20,40,0,64,73,63.4
225,2020,2,22,20,50,0,63.4,73.2,63.2
226,2020,2,22,21,0,0,63.2,73,63.2
227,2020,2,22,21,10,0,63.2,73,63
228,2020,2,22,21,20,0,63,73,63
229,2020,2,22,21,30,0,63,73,62.4
230,2020,2,22,21,40,0,62.4,73,62.6
231,2020,2,22,21,50,0,62.6,73,63.2
232,2020,2,22,22,0,0,63.2,72.8,62.6
233,2020,2,22,22,10,0,62.6,73,62.8
234,2020,2,22,22,20,0,62.8,73,63.2
235,2020,2,22,22,30,0,63.2,73,62.4
236,2020,2,22,22,40,0,62.4,73,62.2
237,2020,2,22,22,50,0,62.2,73,62
238,2020,2,22,23,0,0,62,73,62
239,2020,2,22,23,10,0,62,72.8,62.4
240,2020,2,22,23,20,0,62.4,72.6,63.2
241,2020,2,22,23,30,0,63.2,72,63.6
242,2020,2,22,23,40,0,63.6,71.8,64.6
243,2020,2,22,23,50,0,64.6,71.4,65.2
244,2020,2,23,0,0,0,65.2,71.2,65
245,2020,2,23,0,10,0,65,71,65.8
246,2020,2,23,0,20,0,65.8,71,65.8
247,2020,2,23,0,30,0,65.8,71,65.2
248,2020,2,23,0,40,0,65.2,71.2,65.6
249,2020,2,23,0,50,0,65.6,71,65
250,2020,2,23,1,0,0,65,72,65.6
251,2020,2,23,1,10,0,65.6,71,66
252,2020,2,23,1,20,0,66,71,65.6
253,2020,2,23,1,30,0,65.6,71,65.2
254,2020,2,23,1,40,0,65.2,71,65
255,2020,2,23,1,50,0,65,71,64
256,2020,2,23,2,0,0,64,71.6,64
257,2020,2,23,2,10,0,64,72,63.2
258,2020,2,23,2,20,0,63.2,72.2,62.4
259,2020,2,23,2,30,0,62.4,72.8,61
260,2020,2,23,2,40,0,61,73,60.4
261,2020,2,23,2,50,0,60.4,73,58.8
262,2020,2,23,3,0,0,58.8,73.8,57.4
263,2020,2,23,3,10,0,57.4,74,56
264,2020,2,23,3,20,0,56,75,55.2
265,2020,2,23,3,30,0,55.2,75.2,54.6
266,2020,2,23,3,40,0,54.6,75.6,53.8
267,2020,2,23,3,50,0,53.8,76.2,52
268,2020,2,23,4,0,0,52,77,50.6
269,2020,2,23,4,10,0,50.6,77.4,49.8
270,2020,2,23,4,20,0,49.8,78,48.2
271,2020,2,23,4,30,0,48.2,78.6,47
272,2020,2,23,4,40,0,47,79,46
273,2020,2,23,4,50,0,46,79.8,44.8
274,2020,2,23,5,0,0,44.8,80.4,42
275,2020,2,23,5,10,0,42,81,40.2
276,2020,2,23,5,20,0,40.2,82,40.4
277,2020,2,23,5,30,0,40.4,83,39.6
278,2020,2,23,5,40,0,39.6,84,37.4
279,2020,2,23,5,50,0,37.4,85,35
280,2020,2,23,6,0,0,35,85.8,33.8
281,2020,2,23,6,10,0,33.8,86.4,33
282,2020,2,23,6,20,0,33,87.4,29.8
283,2020,2,23,6,30,0,29.8,88.2,30.6
284,2020,2,23,6,40,0,30.6,88.8,30.2
285,2020,2,23,6,50,0,30.2,88.2,29.4
286,2020,2,23,7,0,0,29.4,88.8,29.2
287,2020,2,23,7,10,0,29.2,88.8,29
288,2020,2,23,7,20,0,29,89,28.4
289,2020,2,23,7,30,0,28.4,89,28.8
290,2020,2,23,7,40,0,28.8,89.4,28.2
291,2020,2,23,7,50,0,28.2,89.8,27.8
292,2020,2,23,8,0,0,27.8,91,27
293,2020,2,23,8,10,0,27,91.2,26
294,2020,2,23,8,20,0,26,91.4,25.6
295,2020,2,23,8,30,0,25.6,91.6,25.6
296,2020,2,23,8,40,0,25.6,91.6,25
297,2020,2,23,8,50,0,25,92.8,24.6
298,2020,2,23,9,0,0,24.6,92.6,24
299,2020,2,23,9,10,0,24,93,23.6
300,2020,2,23,9,20,0,23.6,93.6,22.8
301,2020,2,23,9,30,0,22.8,95,22.8
302,2020,2,23,9,40,0,22.8,94,21.8
303,2020,2,23,9,50,0,21.8,94.2,22.8
304,2020,2,23,10,0,0,22.8,94,23
305,2020,2,23,10,10,0,23,93.8,22.4
306,2020,2,23,10,20,0,22.4,93.2,22
307,2020,2,23,10,30,0,22,94,22
308,2020,2,23,10,40,0,22,94,22.2
309,2020,2,23,10,50,0,22.2,94,22.8
310,2020,2,23,11,0,0,22.8,93.4,22.8
311,2020,2,23,11,10,0,22.8,93.4,23
312,2020,2,23,11,20,0,23,93,23.4
313,2020,2,23,11,30,0,23.4,92.4,23.6
314,2020,2,23,11,40,0,23.6,91.2,24.8
315,2020,2,23,11,50,0,24.8,90.2,25.6
316,2020,2,23,12,0,0,25.6,89.6,26
317,2020,2,23,12,10,0,26,89,26
318,2020,2,23,12,20,0,26,89,27
319,2020,2,23,12,30,0,27,88,27
320,2020,2,23,12,40,0,27,87,27.4
321,2020,2,23,12,50,0,27.4,87,28.6
322,2020,2,23,13,0,0,28.6,86.6,29.2
323,2020,2,23,13,10,0,29.2,86,30.2
324,2020,2,23,13,20,0,30.2,85.6,30.8
325,2020,2,23,13,30,0,30.8,85.2,31.2
326,2020,2,23,13,40,0,31.2,85,31.8
327,2020,2,23,13,50,0,31.8,85,32
328,2020,2,23,14,0,0,32,84.8,32.2
329,2020,2,23,14,10,0,32.2,84,32.8
330,2020,2,23,14,20,0,32.8,83.8,34
331,2020,2,23,14,30,0,34,83.2,34.8
332,2020,2,23,14,40,0,34.8,83,35.8
333,2020,2,23,14,50,0,35.8,82.8,37.2
334,2020,2,23,15,0,0,37.2,82.2,38.8
335,2020,2,23,15,10,0,38.8,82.2,40.2
336,2020,2,23,15,20,0,40.2,82,41.4
337,2020,2,23,15,30,0,41.4,82,42.6
338,2020,2,23,15,40,0,42.6,81.2,43.2
339,2020,2,23,15,50,0,43.2,81.2,43
340,2020,2,23,16,0,0,43,80.6,43.2
341,2020,2,23,16,10,0,43.2,80.2,44
342,2020,2,23,16,20,0,44,79.8,44.8
343,2020,2,23,16,30,0,44.8,79.8,45.2
344,2020,2,23,16,40,0,45.2,79.6,46.6
345,2020,2,23,16,50,0,46.6,79,48.6
346,2020,2,23,17,0,0,48.6,78.2,49.6
347,2020,2,23,17,10,0,49.6,78,51.4
348,2020,2,23,17,20,0,51.4,77.8,52.4
349,2020,2,23,17,30,0,52.4,77.6,52.8
350,2020,2,23,17,40,0,52.8,77.8,54
351,2020,2,23,17,50,0,54,77,55.4
352,2020,2,23,18,0,0,55.4,77,56.4
353,2020,2,23,18,10,0,56.4,76.8,57.2
354,2020,2,23,18,20,0,57.2,76.4,57.4
355,2020,2,23,18,30,0,57.4,76.4,58.8
356,2020,2,23,18,40,0,58.8,76,58.8
357,2020,2,23,18,50,0,58.8,76,58.6
358,2020,2,23,19,0,0,58.6,76.2,59.8
359,2020,2,23,19,10,0,59.8,76,60
360,2020,2,23,19,20,0,60,76,61
361,2020,2,23,19,30,0,61,75.2,61.6
362,2020,2,23,19,40,0,61.6,75.2,61.8
363,2020,2,23,19,50,0,61.8,75.2,62.4
364,2020,2,23,20,0,0,62.4,75,61.8
365,2020,2,23,20,10,0,61.8,75,62.6
366,2020,2,23,20,20,0,62.6,74.6,63.4
367,2020,2,23,20,30,0,63.4,74.8,62.6
368,2020,2,23,20,40,0,62.6,75,63
369,2020,2,23,20,50,0,63,74.8,63.4
370,2020,2,23,21,0,0,63.4,74.2,64
371,2020,2,23,21,10,0,64,74,63.4
372,2020,2,23,21,20,0,63.4,74,63.4
373,2020,2,23,21,30,0,63.4,74,63
374,2020,2,23,21,40,0,63,74.2,63.2
375,2020,2,23,21,50,0,63.2,74,63.6
376,2020,2,23,22,0,0,63.6,74,63.2
377,2020,2,23,22,10,0,63.2,74,63.4
378,2020,2,23,22,20,0,63.4,74,64
379,2020,2,23,22,30,0,64,74,64.2
380,2020,2,23,22,40,0,64.2,73.6,64.6
381,2020,2,23,22,50,0,64.6,73,65
382,2020,2,23,23,0,0,65,73,65
383,2020,2,23,23,10,0,65,73,65
384,2020,2,23,23,20,0,65,73,65.2
385,2020,2,23,23,30,0,65.2,72.6,65.4
386,2020,2,23,23,40,0,65.4,72.6,65
387,2020,2,23,23,50,0,65,73,64.8
388,2020,2,24,0,0,0,64.8,72.8,66
389,2020,2,24,0,10,0,66,72,67
390,2020,2,24,0,20,0,67,72,66.2
391,2020,2,24,0,30,0,66.2,72,66
392,2020,2,24,0,40,0,66,72,66.6
393,2020,2,24,0,50,0,66.6,71.8,66.2
394,2020,2,24,1,0,0,66.2,72,66
395,2020,2,24,1,10,0,66,72,66
396,2020,2,24,1,20,0,66,72,65.6
397,2020,2,24,1,30,0,65.6,72,66
398,2020,2,24,1,40,0,66,72,66
399,2020,2,24,1,50,0,66,72,67
400,2020,2,24,2,0,0,67,71.2,66.2
401,2020,2,24,2,10,0,66.2,71.8,65
402,2020,2,24,2,20,0,65,72,64
403,2020,2,24,2,30,0,64,72.4,62.4
404,2020,2,24,2,40,0,62.4,73,61.6
405,2020,2,24,2,50,0,61.6,73,59.8
406,2020,2,24,3,0,0,59.8,74,58.2
407,2020,2,24,3,10,0,58.2,74,56.4
408,2020,2,24,3,20,0,56.4,74.4,56
409,2020,2,24,3,30,0,56,74.6,54.4
410,2020,2,24,3,40,0,54.4,75.6,52
411,2020,2,24,3,50,0,52,76.2,50.4
412,2020,2,24,4,0,0,50.4,76.8,50
413,2020,2,24,4,10,0,50,76.8,48.6
414,2020,2,24,4,20,0,48.6,78,47.4
415,2020,2,24,4,30,0,47.4,78.8,46.6
416,2020,2,24,4,40,0,46.6,79.2,45.4
417,2020,2,24,4,50,0,45.4,80,43.6
418,2020,2,24,5,0,0,43.6,80.2,42.4
419,2020,2,24,5,10,0,42.4,81.2,40.6
420,2020,2,24,5,20,0,40.6,81.6,39.8
421,2020,2,24,5,30,0,39.8,82,38
422,2020,2,24,5,40,0,38,83,38
423,2020,2,24,5,50,0,38,83.4,37.6
424,2020,2,24,6,0,0,37.6,84,36.4
425,2020,2,24,6,10,0,36.4,84.4,34.6
426,2020,2,24,6,20,0,34.6,85.2,33.6
427,2020,2,24,6,30,0,33.6,86.4,32.8
428,2020,2,24,6,40,0,32.8,87,30.8
429,2020,2,24,6,50,0,30.8,87.4,29.8
430,2020,2,24,7,0,0,29.8,88,30
431,2020,2,24,7,10,0,30,88,30
432,2020,2,24,7,20,0,30,87.8,29.8
433,2020,2,24,7,30,0,29.8,88.2,28.6
434,2020,2,24,7,40,0,28.6,89.2,27.4
435,2020,2,24,7,50,0,27.4,89,26
436,2020,2,24,8,0,0,26,89.2,26
437,2020,2,24,8,10,0,26,90,25
438,2020,2,24,8,20,0,25,90,24
439,2020,2,24,8,30,0,24,89.6,25
440,2020,2,24,8,40,0,25,89.6,24
441,2020,2,24,8,50,0,24,91,23.8
442,2020,2,24,9,0,0,23.8,90.6,24.2
443,2020,2,24,9,10,0,24.2,90.8,23.8
444,2020,2,24,9,20,0,23.8,91,23.2
445,2020,2,24,9,30,0,23.2,91.8,24.2
446,2020,2,24,9,40,0,24.2,90.8,25.2
447,2020,2,24,9,50,0,25.2,90,25
448,2020,2,24,10,0,0,25,90.2,25.2
449,2020,2,24,10,10,0,25.2,90.2,25.8
450,2020,2,24,10,20,0,25.8,90.8,25.6
451,2020,2,24,10,30,0,25.6,91,25
452,2020,2,24,10,40,0,25,91.2,25.2
453,2020,2,24,10,50,0,25.2,91,24.8
454,2020,2,24,11,0,0,24.8,91.2,25
455,2020,2,24,11,10,0,25,91.8,25.6
456,2020,2,24,11,20,0,25.6,91.2,26.2
457,2020,2,24,11,30,0,26.2,90.2,26.8
458,2020,2,24,11,40,0,26.8,89.6,27
459,2020,2,24,11,50,0,27,89,27
460,2020,2,24,12,0,0,27,88.8,27
461,2020,2,24,12,10,0,27,88.6,27
462,2020,2,24,12,20,0,27,87.8,27.6
463,2020,2,24,12,30,0,27.6,87.4,28.2
464,2020,2,24,12,40,0,28.2,87,29.2
465,2020,2,24,12,50,0,29.2,86.6,30
466,2020,2,24,13,0,0,30,86,31
467,2020,2,24,13,10,0,31,86,31.6
468,2020,2,24,13,20,0,31.6,85.6,32.6
469,2020,2,24,13,30,0,32.6,85,33.2
470,2020,2,24,13,40,0,33.2,85,34.6
471,2020,2,24,13,50,0,34.6,84.2,35.6
472,2020,2,24,14,0,0,35.6,84,36.2
473,2020,2,24,14,10,0,36.2,83.8,37
474,2020,2,24,14,20,0,37,83.4,37.6
475,2020,2,24,14,30,0,37.6,83,38
476,2020,2,24,14,40,0,38,82.8,38
477,2020,2,24,14,50,0,38,82,38
478,2020,2,24,15,0,0,38,82,38
479,2020,2,24,15,10,0,38,82,38
480,2020,2,24,15,20,0,38,82,39
481,2020,2,24,15,30,0,39,81.2,39.2
482,2020,2,24,15,40,0,39.2,81,40.4
483,2020,2,24,15,50,0,40.4,80.2,42
484,2020,2,24,16,0,0,42,80,42.8
485,2020,2,24,16,10,0,42.8,79.6,44.4
486,2020,2,24,16,20,0,44.4,79,45.6
487,2020,2,24,16,30,0,45.6,78.6,46
488,2020,2,24,16,40,0,46,78.2,46.8
489,2020,2,24,16,50,0,46.8,78,46.8
490,2020,2,24,17,0,0,46.8,78,47
491,2020,2,24,17,10,0,47,78,47
492,2020,2,24,17,20,0,47,78,47.4
493,2020,2,24,17,30,0,47.4,77.8,47.6
494,2020,2,24,17,40,0,47.6,77,47.6
495,2020,2,24,17,50,0,47.6,77.2,48
496,2020,2,24,18,0,0,48,77,48
497,2020,2,24,18,10,0,48,77,48.6
498,2020,2,24,18,20,0,48.6,77,49
499,2020,2,24,18,30,0,49,77,48.6
500,2020,2,24,18,40,0,48.6,77,48.6
501,2020,2,24,18,50,0,48.6,77,49
502,2020,2,24,19,0,0,49,77,49.4
503,2020,2,24,19,10,0,49.4,77,50.6
504,2020,2,24,19,20,0,50.6,76,51.8
505,2020,2,24,19,30,0,51.8,76,51
506,2020,2,24,19,40,0,51,76,51.6
507,2020,2,24,19,50,0,51.6,76,52
508,2020,2,24,20,0,0,52,76,53
509,2020,2,24,20,10,0,53,75.2,53
510,2020,2,24,20,20,0,53,75,53.6
511,2020,2,24,20,30,0,53.6,74.2,55.8
512,2020,2,24,20,40,0,55.8,74,57.4
513,2020,2,24,20,50,0,57.4,74,58.8
514,2020,2,24,21,0,0,58.8,73.4,60.4
515,2020,2,24,21,10,0,60.4,73,61
516,2020,2,24,21,20,0,61,73.2,60.6
517,2020,2,24,21,30,0,60.6,74,61.6
518,2020,2,24,21,40,0,61.6,73.4,63
519,2020,2,24,21,50,0,63,73,64
520,2020,2,24,22,0,0,64,73,64.2
521,2020,2,24,22,10,0,64.2,73,65.4
522,2020,2,24,22,20,0,65.4,73,66
523,2020,2,24,22,30,0,66,73,66.8
524,2020,2,24,22,40,0,66.8,72.8,68
525,2020,2,24,22,50,0,68,72,68
526,2020,2,24,23,0,0,68,72,68.4
527,2020,2,24,23,10,0,68.4,72,69
528,2020,2,24,23,20,0,69,72,69
529,2020,2,24,23,30,0,69,71.4,69
530,2020,2,24,23,40,0,69,71.2,68.2
531,2020,2,24,23,50,0,68.2,72,68
532,2020,2,25,0,0,0,68,72,66.8
533,2020,2,25,0,10,0,66.8,71.4,65.2
534,2020,2,25,0,20,0,65.2,71.8,65
535,2020,2,25,0,30,0,65,71,65.2
536,2020,2,25,0,40,0,65.2,71,66
537,2020,2,25,0,50,0,66,71,66.8
538,2020,2,25,1,0,0,66.8,71,67
539,2020,2,25,1,10,0,67,71,66.4
540,2020,2,25,1,20,0,66.4,71,66.2
541,2020,2,25,1,30,0,66.2,71,66.8
542,2020,2,25,1,40,0,66.8,71,67.4
543,2020,2,25,1,50,0,67.4,70.2,66.6
544,2020,2,25,2,0,0,66.6,70.6,66
545,2020,2,25,2,10,0,66,71,64.4
546,2020,2,25,2,20,0,64.4,72,63
547,2020,2,25,2,30,0,63,72.2,62.4
548,2020,2,25,2,40,0,62.4,72.8,62
549,2020,2,25,2,50,0,62,73,61.2
550,2020,2,25,3,0,0,61.2,73.4,60.4
551,2020,2,25,3,10,0,60.4,74,58.8
552,2020,2,25,3,20,0,58.8,74.8,57
553,2020,2,25,3,30,0,57,76,55.6
554,2020,2,25,3,40,0,55.6,76.6,54
555,2020,2,25,3,50,0,54,77.4,52.6
556,2020,2,25,4,0,0,52.6,78.4,52
557,2020,2,25,4,10,0,52,78.8,51
558,2020,2,25,4,20,0,51,79,50.2
559,2020,2,25,4,30,0,50.2,79.8,48.8
560,2020,2,25,4,40,0,48.8,80.6,46.8
561,2020,2,25,4,50,0,46.8,81.8,45.4
562,2020,2,25,5,0,0,45.4,82.6,44.6
563,2020,2,25,5,10,0,44.6,83,43.2
564,2020,2,25,5,20,0,43.2,84,41.8
565,2020,2,25,5,30,0,41.8,84.8,40.8
566,2020,2,25,5,40,0,40.8,85.8,39.8
567,2020,2,25,5,50,0,39.8,86.6,38.6
568,2020,2,25,6,0,0,38.6,86.6,37.8
