year,month,day,hour,minute,second,recnt_Temp,recnt_Humid,Target_Temperature
2020,03,05,09,00,00,97.8,25.0,98.6
2020,03,05,09,10,00,98.6,24.6,98.8
2020,03,05,09,20,00,98.8,23.6,99.6
2020,03,05,09,30,00,99.6,22.4,99.0
2020,03,05,09,40,00,99.0,23.2,97.8
2020,03,05,09,50,00,97.8,24.2,97.75
2020,03,05,10,00,00,97.75,24.75,97.8
2020,03,05,10,10,00,97.8,25.2,96.4
2020,03,05,10,20,00,96.4,27.6,95.4
2020,03,05,10,30,00,95.4,28.4,95.8
2020,03,05,10,40,00,95.8,28.4,97.0
2020,03,05,10,50,00,97.0,27.0,97.6
2020,03,05,11,00,00,97.6,25.4,97.2
2020,03,05,11,10,00,97.2,24.8,97.0
2020,03,05,11,20,00,97.0,26.6,96.6
2020,03,05,11,30,00,96.6,27.2,97.0
2020,03,05,11,40,00,97.0,27.2,97.0
2020,03,05,11,50,00,97.0,27.0,96.0
2020,03,05,12,00,00,96.0,28.0,95.0
2020,03,05,12,10,00,95.0,28.6,94.8
2020,03,05,12,20,00,94.8,29.0,94.0
2020,03,05,12,30,00,94.0,29.0,93.2
2020,03,05,12,40,00,93.2,29.6,93.0
2020,03,05,12,50,00,93.0,30.0,93.0
2020,03,05,13,00,00,93.0,30.6,92.2
2020,03,05,13,10,00,92.2,31.2,91.6
2020,03,05,13,20,00,91.6,32.0,91.0
2020,03,05,13,30,00,91.0,32.6,90.2
2020,03,05,13,40,00,90.2,33.0,90.0
2020,03,05,13,50,00,90.0,33.2,89.4
2020,03,05,14,00,00,89.4,34.0,89.2
2020,03,05,14,10,00,89.2,34.6,88.8
2020,03,05,14,20,00,88.8,35.0,88.0
2020,03,05,14,30,00,88.0,35.6,88.6
2020,03,05,14,40,00,88.6,35.8,88.0
2020,03,05,14,50,00,88.0,36.0,88.0
2020,03,05,15,00,00,88.0,36.2,88.0
2020,03,05,15,10,00,88.0,37.0,88.0
2020,03,05,15,20,00,88.0,37.6,88.0
2020,03,05,15,30,00,88.0,38.0,87.8
2020,03,05,15,40,00,87.8,38.2,87.2
2020,03,05,15,50,00,87.2,39.0,87.2
2020,03,05,16,00,00,87.2,39.0,87.0
2020,03,05,16,10,00,87.0,39.0,87.0
2020,03,05,16,20,00,87.0,39.0,87.0
2020,03,05,16,30,00,87.0,39.8,86.0
2020,03,05,16,40,00,86.0,40.0,86.0
2020,03,05,16,50,00,86.0,41.0,86.0
2020,03,05,17,00,00,86.0,42.0,86.0
2020,03,05,17,10,00,86.0,42.4,85.6
2020,03,05,17,20,00,85.6,42.8,85.0
2020,03,05,17,30,00,85.0,44.6,84.0
2020,03,05,17,40,00,84.0,45.6,84.0
2020,03,05,17,50,00,84.0,46.6,83.8
2020,03,05,18,00,00,83.8,47.2,83.8
2020,03,05,18,10,00,83.8,47.4,83.0
2020,03,05,18,20,00,83.0,48.4,83.0
2020,03,05,18,30,00,83.0,49.4,83.0
2020,03,05,18,40,00,83.0,49.8,83.0
2020,03,05,18,50,00,83.0,50.0,83.0
2020,03,05,19,00,00,83.0,50.6,82.2
2020,03,05,19,10,00,82.2,51.0,82.8
2020,03,05,19,20,00,82.8,51.0,82.2
2020,03,05,19,30,00,82.2,52.0,82.0
2020,03,05,19,40,00,82.0,53.0,82.0
2020,03,05,19,50,00,82.0,53.2,81.8
2020,03,05,20,00,00,81.8,54.0,81.6
2020,03,05,20,10,00,81.6,54.0,82.0
2020,03,05,20,20,00,82.0,54.0,82.0
2020,03,05,20,30,00,82.0,54.0,82.0
2020,03,05,20,40,00,82.0,54.0,82.0
2020,03,05,20,50,00,82.0,54.0,81.0
2020,03,05,21,00,00,81.0,54.8,81.4
2020,03,05,21,10,00,81.4,54.4,82.0
2020,03,05,21,20,00,82.0,54.2,82.0
2020,03,05,21,30,00,82.0,54.0,81.4
2020,03,05,21,40,00,81.4,53.8,81.8
2020,03,05,21,50,00,81.8,53.4,81.4
2020,03,05,22,00,00,81.4,52.8,82.0
2020,03,05,22,10,00,82.0,52.0,82.0
2020,03,05,22,20,00,82.0,52.0,82.0
2020,03,05,22,30,00,82.0,51.2,81.0
2020,03,05,22,40,00,81.0,51.8,81.6
2020,03,05,22,50,00,81.6,51.2,81.4
2020,03,05,23,00,00,81.4,51.8,81.0
2020,03,05,23,10,00,81.0,52.0,81.0
2020,03,05,23,20,00,81.0,52.0,81.0
2020,03,05,23,30,00,81.0,52.0,81.0
2020,03,05,23,40,00,81.0,52.0,81.0
2020,03,05,23,50,00,81.0,53.0,80.4
2020,03,06,00,00,00,80.4,53.8,81.0
2020,03,06,00,10,00,81.0,53.4,80.8
2020,03,06,00,20,00,80.8,53.8,80.6
2020,03,06,00,30,00,80.6,53.8,80.0
2020,03,06,00,40,00,80.0,54.0,80.0
2020,03,06,00,50,00,80.0,54.0,80.0
2020,03,06,01,00,00,80.0,54.8,80.0
2020,03,06,01,10,00,80.0,55.0,80.0
2020,03,06,01,20,00,80.0,55.0,80.0
2020,03,06,01,30,00,80.0,56.0,80.0
2020,03,06,01,40,00,80.0,56.0,80.0
2020,03,06,01,50,00,80.0,55.4,80.2
2020,03,06,02,00,00,80.2,55.6,80.6
2020,03,06,02,10,00,80.6,55.2,81.0
2020,03,06,02,20,00,81.0,54.6,81.0
2020,03,06,02,30,00,81.0,53.8,81.2
2020,03,06,02,40,00,81.2,54.0,81.6
2020,03,06,02,50,00,81.6,52.8,81.6
2020,03,06,03,00,00,81.6,51.8,82.0
2020,03,06,03,10,00,82.0,50.8,82.4
2020,03,06,03,20,00,82.4,49.6,82.8
2020,03,06,03,30,00,82.8,48.8,82.8
2020,03,06,03,40,00,82.8,48.2,82.8
2020,03,06,03,50,00,82.8,48.4,83.0
2020,03,06,04,00,00,83.0,48.0,83.0
2020,03,06,04,10,00,83.0,48.6,83.8
2020,03,06,04,20,00,83.8,48.2,84.2
2020,03,06,04,30,00,84.2,47.2,85.4
2020,03,06,04,40,00,85.4,45.2,86.6
2020,03,06,04,50,00,86.6,43.4,87.8
2020,03,06,05,00,00,87.8,41.2,88.0
2020,03,06,05,10,00,88.0,40.8,88.2
2020,03,06,05,20,00,88.2,40.2,88.2
2020,03,06,05,30,00,88.2,40.6,89.0
2020,03,06,05,40,00,89.0,39.4,90.0
2020,03,06,05,50,00,90.0,38.2,90.2
2020,03,06,06,00,00,90.2,37.8,90.8
2020,03,06,06,10,00,90.8,37.0,91.0
2020,03,06,06,20,00,91.0,36.6,91.0
2020,03,06,06,30,00,91.0,36.8,91.6
2020,03,06,06,40,00,91.6,36.2,92.8
2020,03,06,06,50,00,92.8,34.6,92.8
2020,03,06,07,00,00,92.8,35.0,92.2
2020,03,06,07,10,00,92.2,35.0,93.4
2020,03,06,07,20,00,93.4,33.6,94.6
2020,03,06,07,30,00,94.6,32.6,95.8
2020,03,06,07,40,00,95.8,31.0,95.8
2020,03,06,07,50,00,95.8,31.0,95.0
2020,03,06,08,00,00,95.0,30.6,96.0
2020,03,06,08,10,00,96.0,30.0,95.8
2020,03,06,08,20,00,95.8,29.8,95.6
2020,03,06,08,30,00,95.6,30.0,95.2
2020,03,06,08,40,00,95.2,30.4,96.4
2020,03,06,08,50,00,96.4,28.6,96.6
2020,03,06,09,00,00,96.6,28.6,96.0
2020,03,06,09,10,00,96.0,28.6,97.0
2020,03,06,09,20,00,97.0,27.4,97.0
2020,03,06,09,30,00,97.0,26.8,97.6
2020,03,06,09,40,00,97.6,26.0,97.8
2020,03,06,09,50,00,97.8,26.0,98.2
2020,03,06,10,00,00,98.2,25.2,99.2
2020,03,06,10,10,00,99.2,24.4,99.0
2020,03,06,10,20,00,99.0,23.8,97.2
2020,03,06,10,30,00,97.2,25.0,98.0
2020,03,06,10,40,00,98.0,24.4,99.0
2020,03,06,10,50,00,99.0,23.6,99.0
2020,03,06,11,00,00,99.0,23.8,98.2
2020,03,06,11,10,00,98.2,24.0,97.8
2020,03,06,11,20,00,97.8,24.4,98.2
2020,03,06,11,30,00,98.2,24.2,98.2
2020,03,06,11,40,00,98.2,24.0,98.0
2020,03,06,11,50,00,98.0,24.0,97.4
2020,03,06,12,00,00,97.4,24.8,97.0
2020,03,06,12,10,00,97.0,25.2,96.0
2020,03,06,12,20,00,96.0,25.4,95.8
2020,03,06,12,30,00,95.8,26.6,95.0
2020,03,06,12,40,00,95.0,27.4,94.6
2020,03,06,12,50,00,94.6,27.2,94.0
2020,03,06,13,00,00,94.0,28.0,93.8
2020,03,06,13,10,00,93.8,28.6,93.0
2020,03,06,13,20,00,93.0,29.4,93.0
2020,03,06,13,30,00,93.0,30.0,92.2
2020,03,06,13,40,00,92.2,31.0,92.0
2020,03,06,13,50,00,92.0,31.0,91.6
2020,03,06,14,00,00,91.6,32.0,91.0
2020,03,06,14,10,00,91.0,32.0,91.0
2020,03,06,14,20,00,91.0,32.2,91.0
2020,03,06,14,30,00,91.0,32.8,90.6
2020,03,06,14,40,00,90.6,33.0,89.4
2020,03,06,14,50,00,89.4,33.6,89.4
2020,03,06,15,00,00,89.4,34.0,89.0
2020,03,06,15,10,00,89.0,34.0,88.8
2020,03,06,15,20,00,88.8,35.2,87.8
2020,03,06,15,30,00,87.8,39.2,87.4
2020,03,06,15,40,00,87.4,41.0,85.4
2020,03,06,15,50,00,85.4,44.4,85.0
2020,03,06,16,00,00,85.0,44.8,85.0
2020,03,06,16,10,00,85.0,45.0,85.0
2020,03,06,16,20,00,85.0,45.4,85.0
2020,03,06,16,30,00,85.0,45.8,85.0
2020,03,06,16,40,00,85.0,46.0,85.0
2020,03,06,16,50,00,85.0,46.8,85.0
2020,03,06,17,00,00,85.0,46.6,85.4
2020,03,06,17,10,00,85.4,47.0,86.0
2020,03,06,17,20,00,86.0,46.2,85.6
2020,03,06,17,30,00,85.6,46.8,85.8
2020,03,06,17,40,00,85.8,46.4,86.0
2020,03,06,17,50,00,86.0,46.0,85.4
2020,03,06,18,00,00,85.4,46.4,85.0
2020,03,06,18,10,00,85.0,47.8,85.0
2020,03,06,18,20,00,85.0,48.0,85.0
2020,03,06,18,30,00,85.0,48.4,84.8
2020,03,06,18,40,00,84.8,48.6,85.0
2020,03,06,18,50,00,85.0,49.0,84.0
2020,03,06,19,00,00,84.0,49.8,83.8
2020,03,06,19,10,00,83.8,51.0,83.6
2020,03,06,19,20,00,83.6,51.4,83.0
2020,03,06,19,30,00,83.0,53.8,82.4
2020,03,06,19,40,00,82.4,55.2,82.0
2020,03,06,19,50,00,82.0,56.4,82.0
2020,03,06,20,00,00,82.0,58.2,82.0
2020,03,06,20,10,00,82.0,58.4,82.0
2020,03,06,20,20,00,82.0,58.8,82.0
2020,03,06,20,30,00,82.0,59.0,81.6
2020,03,06,20,40,00,81.6,59.6,81.8
2020,03,06,20,50,00,81.8,59.8,82.0
2020,03,06,21,00,00,82.0,59.6,82.0
2020,03,06,21,10,00,82.0,59.0,82.0
2020,03,06,21,20,00,82.0,59.4,82.0
2020,03,06,21,30,00,82.0,58.8,82.0
2020,03,06,21,40,00,82.0,55.4,82.0
2020,03,06,21,50,00,82.0,54.0,82.0
2020,03,06,22,00,00,82.0,52.4,82.0
2020,03,06,22,10,00,82.0,51.4,82.0
2020,03,06,22,20,00,82.0,51.0,82.0
2020,03,06,22,30,00,82.0,50.6,82.0
2020,03,06,22,40,00,82.0,50.4,82.0
2020,03,06,22,50,00,82.0,50.0,82.0
2020,03,06,23,00,00,82.0,50.0,82.0
2020,03,06,23,10,00,82.0,49.8,82.0
2020,03,06,23,20,00,82.0,50.0,82.0
2020,03,06,23,30,00,82.0,49.4,82.0
2020,03,06,23,40,00,82.0,49.8,82.0
2020,03,06,23,50,00,82.0,49.8,82.0
2020,03,07,00,00,00,82.0,49.8,81.6
2020,03,07,00,10,00,81.6,50.0,81.0
2020,03,07,00,20,00,81.0,50.2,81.0
2020,03,07,00,30,00,81.0,50.6,81.0
2020,03,07,00,40,00,81.0,51.0,81.0
2020,03,07,00,50,00,81.0,51.0,81.0
2020,03,07,01,00,00,81.0,50.8,81.0
2020,03,07,01,10,00,81.0,51.0,81.0
2020,03,07,01,20,00,81.0,51.8,81.0
2020,03,07,01,30,00,81.0,53.2,81.0
2020,03,07,01,40,00,81.0,54.0,81.0
2020,03,07,01,50,00,81.0,54.8,81.2
2020,03,07,02,00,00,81.2,54.2,81.4
2020,03,07,02,10,00,81.4,54.0,81.2
2020,03,07,02,20,00,81.2,54.0,81.2
2020,03,07,02,30,00,81.2,54.2,81.6
2020,03,07,02,40,00,81.6,53.6,82.0
2020,03,07,02,50,00,82.0,53.0,82.0
2020,03,07,03,00,00,82.0,53.0,82.0
2020,03,07,03,10,00,82.0,53.6,81.8
2020,03,07,03,20,00,81.8,55.0,82.0
2020,03,07,03,30,00,82.0,54.6,82.4
2020,03,07,03,40,00,82.4,53.0,82.0
2020,03,07,03,50,00,82.0,53.2,81.4
2020,03,07,04,00,00,81.4,55.6,81.8
2020,03,07,04,10,00,81.8,55.4,82.0
2020,03,07,04,20,00,82.0,55.0,82.0
2020,03,07,04,30,00,82.0,57.5,81.6
2020,03,07,04,40,00,81.6,60.8,81.6
2020,03,07,04,50,00,81.6,60.6,82.0
2020,03,07,05,00,00,82.0,58.0,82.4
2020,03,07,05,10,00,82.4,57.6,83.0
2020,03,07,05,20,00,83.0,55.4,84.0
2020,03,07,05,30,00,84.0,53.2,85.4
2020,03,07,05,40,00,85.4,50.0,86.4
2020,03,07,05,50,00,86.4,48.6,87.0
2020,03,07,06,00,00,87.0,47.4,87.8
2020,03,07,06,10,00,87.8,46.4,88.8
2020,03,07,06,20,00,88.8,44.0,89.2
2020,03,07,06,30,00,89.2,43.0,90.2
2020,03,07,06,40,00,90.2,40.2,90.6
2020,03,07,06,50,00,90.6,40.0,90.6
2020,03,07,07,00,00,90.6,39.2,91.2
2020,03,07,07,10,00,91.2,38.0,92.2
2020,03,07,07,20,00,92.2,36.2,92.0
2020,03,07,07,30,00,92.0,36.0,92.0
2020,03,07,07,40,00,92.0,36.2,92.8
2020,03,07,07,50,00,92.8,35.0,93.6
2020,03,07,08,00,00,93.6,34.4,94.4
2020,03,07,08,10,00,94.4,33.6,93.6
2020,03,07,08,20,00,93.6,33.4,93.4
2020,03,07,08,30,00,93.4,34.6,95.2
2020,03,07,08,40,00,95.2,33.0,96.0
2020,03,07,08,50,00,96.0,31.2,96.6
2020,03,07,09,00,00,96.6,29.8,96.8
2020,03,07,09,10,00,96.8,29.0,97.2
2020,03,07,09,20,00,97.2,29.2,97.4
2020,03,07,09,30,00,97.4,29.0,97.8
2020,03,07,09,40,00,97.8,28.2,97.2
2020,03,07,09,50,00,97.2,28.2,96.2
2020,03,07,10,00,00,96.2,28.8,96.8
2020,03,07,10,10,00,96.8,28.6,96.8
2020,03,07,10,20,00,96.8,28.4,96.2
2020,03,07,10,30,00,96.2,27.8,96.2
2020,03,07,10,40,00,96.2,28.8,96.6
2020,03,07,10,50,00,96.6,28.2,96.0
2020,03,07,11,00,00,96.0,28.6,95.4
2020,03,07,11,10,00,95.4,29.2,95.0
2020,03,07,11,20,00,95.0,29.0,94.2
2020,03,07,11,30,00,94.2,29.4,94.0
2020,03,07,11,40,00,94.0,30.0,93.4
2020,03,07,11,50,00,93.4,29.8,93.8
2020,03,07,12,00,00,93.8,30.0,92.8
2020,03,07,12,10,00,92.8,31.0,92.2
2020,03,07,12,20,00,92.2,31.6,91.0
2020,03,07,12,30,00,91.0,33.0,90.4
2020,03,07,12,40,00,90.4,33.8,90.8
2020,03,07,12,50,00,90.8,34.0,90.4
2020,03,07,13,00,00,90.4,34.6,90.0
2020,03,07,13,10,00,90.0,34.8,90.0
2020,03,07,13,20,00,90.0,35.0,90.0
2020,03,07,13,30,00,90.0,35.6,89.2
2020,03,07,13,40,00,89.2,36.0,89.0
2020,03,07,13,50,00,89.0,36.0,89.0
2020,03,07,14,00,00,89.0,36.0,89.0
2020,03,07,14,10,00,89.0,36.6,88.2
2020,03,07,14,20,00,88.2,37.0,88.0
2020,03,07,14,30,00,88.0,37.8,88.0
2020,03,07,14,40,00,88.0,39.0,88.0
2020,03,07,14,50,00,88.0,39.4,87.0
2020,03,07,15,00,00,87.0,40.4,87.0
2020,03,07,15,10,00,87.0,41.0,86.6
2020,03,07,15,20,00,86.6,41.4,86.0
2020,03,07,15,30,00,86.0,42.0,86.0
2020,03,07,15,40,00,86.0,42.0,86.2
2020,03,07,15,50,00,86.2,42.0,86.0
2020,03,07,16,00,00,86.0,42.0,86.0
2020,03,07,16,10,00,86.0,42.0,86.0
2020,03,07,16,20,00,86.0,42.0,86.0
2020,03,07,16,30,00,86.0,42.2,86.0
2020,03,07,16,40,00,86.0,42.8,85.8
2020,03,07,16,50,00,85.8,43.2,85.0
2020,03,07,17,00,00,85.0,44.0,84.6
2020,03,07,17,10,00,84.6,45.4,84.4
2020,03,07,17,20,00,84.4,45.8,84.0
2020,03,07,17,30,00,84.0,47.2,84.0
2020,03,07,17,40,00,84.0,47.8,83.8
2020,03,07,17,50,00,83.8,49.0,83.4
2020,03,07,18,00,00,83.4,49.6,83.0
2020,03,07,18,10,00,83.0,50.8,82.8
2020,03,07,18,20,00,82.8,51.2,82.4
2020,03,07,18,30,00,82.4,52.0,82.2
2020,03,07,18,40,00,82.2,52.6,81.8
2020,03,07,18,50,00,81.8,53.8,82.0
2020,03,07,19,00,00,82.0,54.8,81.8
2020,03,07,19,10,00,81.8,55.8,81.4
2020,03,07,19,20,00,81.4,57.2,80.4
2020,03,07,19,30,00,80.4,59.8,81.0
2020,03,07,19,40,00,81.0,60.2,80.2
2020,03,07,19,50,00,80.2,61.4,79.4
2020,03,07,20,00,00,79.4,63.6,79.6
2020,03,07,20,10,00,79.6,63.4,79.4
2020,03,07,20,20,00,79.4,63.2,79.6
2020,03,07,20,30,00,79.6,63.2,79.2
2020,03,07,20,40,00,79.2,63.0,79.2
2020,03,07,20,50,00,79.2,63.8,79.8
2020,03,07,21,00,00,79.8,63.0,80.0
2020,03,07,21,10,00,80.0,62.8,79.8
2020,03,07,21,20,00,79.8,62.6,80.0
2020,03,07,21,30,00,80.0,62.4,80.0
2020,03,07,21,40,00,80.0,62.2,80.0
2020,03,07,21,50,00,80.0,61.4,79.8
2020,03,07,22,00,00,79.8,60.4,80.0
2020,03,07,22,10,00,80.0,60.0,79.8
2020,03,07,22,20,00,79.8,60.0,79.8
2020,03,07,22,30,00,79.8,59.8,80.0
2020,03,07,22,40,00,80.0,59.4,80.0
2020,03,07,22,50,00,80.0,59.6,80.0
2020,03,07,23,00,00,80.0,59.0,80.0
2020,03,07,23,10,00,80.0,59.2,79.6
2020,03,07,23,20,00,79.6,60.0,80.0
2020,03,07,23,30,00,80.0,59.4,79.8
2020,03,07,23,40,00,79.8,59.8,79.4
2020,03,07,23,50,00,79.4,60.0,79.0
2020,03,08,00,00,00,79.0,60.4,79.2
2020,03,08,00,10,00,79.2,60.0,79.2
2020,03,08,00,20,00,79.2,60.0,79.0
2020,03,08,00,30,00,79.0,60.0,79.4
2020,03,08,00,40,00,79.4,60.0,79.0
2020,03,08,00,50,00,79.0,60.6,79.0
2020,03,08,01,00,00,79.0,60.6,79.0
2020,03,08,01,10,00,79.0,60.8,79.0
2020,03,08,01,20,00,79.0,61.0,79.0
2020,03,08,01,30,00,79.0,60.8,79.0
2020,03,08,01,40,00,79.0,60.8,79.0
2020,03,08,01,50,00,79.0,61.0,79.2
2020,03,08,02,00,00,79.2,60.8,80.0
2020,03,08,02,10,00,80.0,61.0,80.0
2020,03,08,02,20,00,80.0,60.6,80.0
2020,03,08,02,30,00,80.0,59.2,80.4
2020,03,08,02,40,00,80.4,58.4,81.0
2020,03,08,02,50,00,81.0,57.0,81.4
2020,03,08,03,00,00,81.4,56.4,81.4
2020,03,08,03,10,00,81.4,56.6,82.2
2020,03,08,03,20,00,82.2,55.8,82.8
2020,03,08,03,30,00,82.8,54.4,83.2
2020,03,08,03,40,00,83.2,53.0,83.8
2020,03,08,03,50,00,83.8,52.0,84.8
2020,03,08,04,00,00,84.8,50.6,84.8
2020,03,08,04,10,00,84.8,49.2,84.8
2020,03,08,04,20,00,84.8,50.0,85.4
2020,03,08,04,30,00,85.4,48.8,85.2
2020,03,08,04,40,00,85.2,48.4,86.2
2020,03,08,04,50,00,86.2,47.4,86.4
2020,03,08,05,00,00,86.4,45.4,87.8
2020,03,08,05,10,00,87.8,43.8,88.6
2020,03,08,05,20,00,88.6,40.8,89.8
2020,03,08,05,30,00,89.8,40.0,90.6
2020,03,08,05,40,00,90.6,38.2,90.8
2020,03,08,05,50,00,90.8,37.2,91.4
2020,03,08,06,00,00,91.4,36.4,91.8
2020,03,08,06,10,00,91.8,37.6,91.2
2020,03,08,06,20,00,91.2,37.8,92.0
2020,03,08,06,30,00,92.0,36.6,92.4
2020,03,08,06,40,00,92.4,35.4,93.4
2020,03,08,06,50,00,93.4,34.4,94.2
2020,03,08,07,00,00,94.2,33.4,94.8
2020,03,08,07,10,00,94.8,32.8,95.8
2020,03,08,07,20,00,95.8,31.2,96.2
2020,03,08,07,30,00,96.2,30.4,95.8
2020,03,08,07,40,00,95.8,30.0,95.0
2020,03,08,07,50,00,95.0,30.8,96.0
2020,03,08,08,00,00,96.0,30.2,96.2
2020,03,08,08,10,00,96.2,28.8,95.8
2020,03,08,08,20,00,95.8,29.0,96.4
2020,03,08,08,30,00,96.4,28.6,96.4
2020,03,08,08,40,00,96.4,28.4,96.6
2020,03,08,08,50,00,96.6,29.4,98.2
2020,03,08,09,00,00,98.2,28.0,99.4
2020,03,08,09,10,00,99.4,26.8,99.6
2020,03,08,09,20,00,99.6,25.8,98.8
2020,03,08,09,30,00,98.8,27.0,97.4
2020,03,08,09,40,00,97.4,28.4,96.2
2020,03,08,09,50,00,96.2,29.4,95.8
2020,03,08,10,00,00,95.8,29.4,96.4
2020,03,08,10,10,00,96.4,27.8,95.6
2020,03,08,10,20,00,95.6,29.6,94.4
2020,03,08,10,30,00,94.4,30.6,95.2
2020,03,08,10,40,00,95.2,30.4,95.6
2020,03,08,10,50,00,95.6,30.0,95.2
2020,03,08,11,00,00,95.2,30.4,96.0
2020,03,08,11,10,00,96.0,30.2,94.6
2020,03,08,11,20,00,94.6,30.4,94.8
2020,03,08,11,30,00,94.8,30.8,94.8
2020,03,08,11,40,00,94.8,30.8,94.4
2020,03,08,11,50,00,94.4,30.8,94.0
2020,03,08,12,00,00,94.0,31.2,93.4
2020,03,08,12,10,00,93.4,31.6,92.8
2020,03,08,12,20,00,92.8,32.4,92.2
2020,03,08,12,30,00,92.2,32.6,92.0
2020,03,08,12,40,00,92.0,33.0,91.4
2020,03,08,12,50,00,91.4,33.4,91.0
2020,03,08,13,00,00,91.0,33.6,90.6
2020,03,08,13,10,00,90.6,34.0,90.4
2020,03,08,13,20,00,90.4,34.6,90.0
2020,03,08,13,30,00,90.0,35.0,89.4
2020,03,08,13,40,00,89.4,35.4,89.0
2020,03,08,13,50,00,89.0,35.8,89.0
2020,03,08,14,00,00,89.0,36.0,89.0
2020,03,08,14,10,00,89.0,36.2,89.0
2020,03,08,14,20,00,89.0,36.8,89.0
2020,03,08,14,30,00,89.0,37.0,88.8
2020,03,08,14,40,00,88.8,37.0,88.4
2020,03,08,14,50,00,88.4,37.0,88.2
2020,03,08,15,00,00,88.2,37.4,88.0
2020,03,08,15,10,00,88.0,38.0,87.8
2020,03,08,15,20,00,87.8,38.0,87.8
2020,03,08,15,30,00,87.8,38.4,87.2
2020,03,08,15,40,00,87.2,39.0,87.0
2020,03,08,15,50,00,87.0,39.0,86.8
2020,03,08,16,00,00,86.8,39.8,86.4
2020,03,08,16,10,00,86.4,40.0,86.4
2020,03,08,16,20,00,86.4,40.6,86.0
2020,03,08,16,30,00,86.0,41.8,85.2
2020,03,08,16,40,00,85.2,42.2,85.0
2020,03,08,16,50,00,85.0,43.2,85.0
2020,03,08,17,00,00,85.0,43.6,84.2
2020,03,08,17,10,00,84.2,44.0,83.6
2020,03,08,17,20,00,83.6,45.0,83.6
2020,03,08,17,30,00,83.6,45.2,83.2
2020,03,08,17,40,00,83.2,46.2,83.8
2020,03,08,17,50,00,83.8,46.0,83.6
2020,03,08,18,00,00,83.6,46.8,83.0
2020,03,08,18,10,00,83.0,47.8,82.8
2020,03,08,18,20,00,82.8,48.8,82.8
2020,03,08,18,30,00,82.8,49.2,82.2
2020,03,08,18,40,00,82.2,50.6,82.2
2020,03,08,18,50,00,82.2,51.2,82.0
2020,03,08,19,00,00,82.0,52.0,81.6
2020,03,08,19,10,00,81.6,53.8,81.6
2020,03,08,19,20,00,81.6,54.6,81.8
2020,03,08,19,30,00,81.8,55.0,82.0
2020,03,08,19,40,00,82.0,55.8,81.2
2020,03,08,19,50,00,81.2,57.4,80.6
2020,03,08,20,00,00,80.6,58.4,80.2
2020,03,08,20,10,00,80.2,59.6,80.2
2020,03,08,20,20,00,80.2,59.2,80.4
2020,03,08,20,30,00,80.4,59.6,80.0
2020,03,08,20,40,00,80.0,61.0,79.8
2020,03,08,20,50,00,79.8,62.0,79.0
2020,03,08,21,00,00,79.0,62.6,79.0
2020,03,08,21,10,00,79.0,63.0,79.0
2020,03,08,21,20,00,79.0,62.8,79.8
2020,03,08,21,30,00,79.8,62.2,80.0
2020,03,08,21,40,00,80.0,61.0,80.0
2020,03,08,21,50,00,80.0,60.8,79.8
2020,03,08,22,00,00,79.8,62.0,79.6
2020,03,08,22,10,00,79.6,62.0,79.8
2020,03,08,22,20,00,79.8,62.0,79.8
2020,03,08,22,30,00,79.8,62.0,80.0
2020,03,08,22,40,00,80.0,61.8,80.0
2020,03,08,22,50,00,80.0,62.0,80.0
2020,03,08,23,00,00,80.0,62.2,80.0
2020,03,08,23,10,00,80.0,62.4,79.2
2020,03,08,23,20,00,79.2,62.0,79.2
2020,03,08,23,30,00,79.2,61.2,79.0
2020,03,08,23,40,00,79.0,61.6,79.0
2020,03,08,23,50,00,79.0,62.4,79.0
2020,03,09,00,00,00,79.0,62.0,79.0
2020,03,09,00,10,00,79.0,62.6,79.0
2020,03,09,00,20,00,79.0,62.0,79.0
2020,03,09,00,30,00,79.0,62.0,79.0
2020,03,09,00,40,00,79.0,61.4,79.0
2020,03,09,00,50,00,79.0,61.0,79.0
2020,03,09,01,00,00,79.0,61.6,79.0
2020,03,09,01,10,00,79.0,62.0,79.0
2020,03,09,01,20,00,79.0,61.2,79.0
2020,03,09,01,30,00,79.0,60.6,79.0
2020,03,09,01,40,00,79.0,60.0,79.0
2020,03,09,01,50,00,79.0,60.0,80.0
2020,03,09,02,00,00,80.0,60.0,80.0
2020,03,09,02,10,00,80.0,59.0,80.0
2020,03,09,02,20,00,80.0,59.0,80.2
2020,03,09,02,30,00,80.2,58.6,80.6
2020,03,09,02,40,00,80.6,58.0,80.4
2020,03,09,02,50,00,80.4,57.8,81.0
2020,03,09,03,00,00,81.0,57.2,81.8
2020,03,09,03,10,00,81.8,55.8,82.2
2020,03,09,03,20,00,82.2,54.6,82.8
2020,03,09,03,30,00,82.8,54.4,83.2
2020,03,09,03,40,00,83.2,53.8,84.0
2020,03,09,03,50,00,84.0,52.0,83.6
2020,03,09,04,00,00,83.6,51.4,83.8
2020,03,09,04,10,00,83.8,52.0,84.6
2020,03,09,04,20,00,84.6,50.4,86.0
2020,03,09,04,30,00,86.0,47.8,87.0
2020,03,09,04,40,00,87.0,46.0,87.8
2020,03,09,04,50,00,87.8,45.2,88.2
2020,03,09,05,00,00,88.2,44.4,88.8
2020,03,09,05,10,00,88.8,42.4,90.0
2020,03,09,05,20,00,90.0,40.8,90.6
2020,03,09,05,30,00,90.6,38.8,91.4
2020,03,09,05,40,00,91.4,38.0,91.8
2020,03,09,05,50,00,91.8,37.0,92.0
