year,month,day,hour,minute,second,recnt_Humidity,recnt_Temperature,Target_Humidity
2020.0,03.0,10.0,01.0,10.0,00.0,55.8,79.6,56.2
2020.0,03.0,10.0,01.0,20.0,00.0,56.2,79.6,56.4
2020.0,03.0,10.0,01.0,30.0,00.0,56.4,79.6,56.2
2020.0,03.0,10.0,01.0,40.0,00.0,56.2,79.8,57.0
2020.0,03.0,10.0,01.0,50.0,00.0,57.0,79.0,56.2
2020.0,03.0,10.0,02.0,00.0,00.0,56.2,80.0,55.8
2020.0,03.0,10.0,02.0,10.0,00.0,55.8,80.0,56.0
2020.0,03.0,10.0,02.0,20.0,00.0,56.0,80.0,55.4
2020.0,03.0,10.0,02.0,30.0,00.0,55.4,80.4,55.0
2020.0,03.0,10.0,02.0,40.0,00.0,55.0,80.8,53.8
2020.0,03.0,10.0,02.0,50.0,00.0,53.8,81.4,52.4
2020.0,03.0,10.0,03.0,00.0,00.0,52.4,82.0,51.2
2020.0,03.0,10.0,03.0,10.0,00.0,51.2,82.8,50.6
2020.0,03.0,10.0,03.0,20.0,00.0,50.6,83.0,49.4
2020.0,03.0,10.0,03.0,30.0,00.0,49.4,83.8,48.6
2020.0,03.0,10.0,03.0,40.0,00.0,48.6,84.2,47.6
2020.0,03.0,10.0,03.0,50.0,00.0,47.6,85.0,47.0
2020.0,03.0,10.0,04.0,00.0,00.0,47.0,85.2,45.8
2020.0,03.0,10.0,04.0,10.0,00.0,45.8,85.8,45.2
2020.0,03.0,10.0,04.0,20.0,00.0,45.2,86.0,44.8
2020.0,03.0,10.0,04.0,30.0,00.0,44.8,86.4,44.2
2020.0,03.0,10.0,04.0,40.0,00.0,44.2,87.4,43.0
2020.0,03.0,10.0,04.0,50.0,00.0,43.0,88.6,42.0
2020.0,03.0,10.0,05.0,00.0,00.0,42.0,88.4,41.0
2020.0,03.0,10.0,05.0,10.0,00.0,41.0,89.0,40.4
2020.0,03.0,10.0,05.0,20.0,00.0,40.4,90.0,38.6
2020.0,03.0,10.0,05.0,30.0,00.0,38.6,91.6,37.4
2020.0,03.0,10.0,05.0,40.0,00.0,37.4,91.6,35.8
2020.0,03.0,10.0,05.0,50.0,00.0,35.8,92.8,34.8
2020.0,03.0,10.0,06.0,00.0,00.0,34.8,93.6,34.8
2020.0,03.0,10.0,06.0,10.0,00.0,34.8,93.6,34.4
2020.0,03.0,10.0,06.0,20.0,00.0,34.4,94.6,33.6
2020.0,03.0,10.0,06.0,30.0,00.0,33.6,94.8,33.0
2020.0,03.0,10.0,06.0,40.0,00.0,33.0,95.0,31.8
2020.0,03.0,10.0,06.0,50.0,00.0,31.8,94.8,30.4
2020.0,03.0,10.0,07.0,00.0,00.0,30.4,96.0,29.8
2020.0,03.0,10.0,07.0,10.0,00.0,29.8,96.2,29.0
2020.0,03.0,10.0,07.0,20.0,00.0,29.0,97.4,28.0
2020.0,03.0,10.0,07.0,30.0,00.0,28.0,98.0,27.2
2020.0,03.0,10.0,07.0,40.0,00.0,27.2,97.6,28.0
2020.0,03.0,10.0,07.0,50.0,00.0,28.0,96.8,27.6
2020.0,03.0,10.0,08.0,00.0,00.0,27.6,97.4,28.0
2020.0,03.0,10.0,08.0,10.0,00.0,28.0,96.6,27.8
2020.0,03.0,10.0,08.0,20.0,00.0,27.8,97.6,27.8
2020.0,03.0,10.0,08.0,30.0,00.0,27.8,97.6,25.8
2020.0,03.0,10.0,08.0,40.0,00.0,25.8,99.0,25.2
2020.0,03.0,10.0,08.0,50.0,00.0,25.2,100.2,24.8
2020.0,03.0,10.0,09.0,00.0,00.0,24.8,100.6,24.0
2020.0,03.0,10.0,09.0,10.0,00.0,24.0,101.0,24.2
2020.0,03.0,10.0,09.0,20.0,00.0,24.2,100.0,23.8
2020.0,03.0,10.0,09.0,30.0,00.0,23.8,101.0,23.0
2020.0,03.0,10.0,09.0,40.0,00.0,23.0,101.8,23.8
2020.0,03.0,10.0,09.0,50.0,00.0,23.8,100.4,24.4
2020.0,03.0,10.0,10.0,00.0,00.0,24.4,100.0,25.2
2020.0,03.0,10.0,10.0,10.0,00.0,25.2,99.2,25.4
2020.0,03.0,10.0,10.0,20.0,00.0,25.4,99.0,26.0
2020.0,03.0,10.0,10.0,30.0,00.0,26.0,98.4,27.0
2020.0,03.0,10.0,10.0,40.0,00.0,27.0,97.2,27.2
2020.0,03.0,10.0,10.0,50.0,00.0,27.2,96.2,28.4
2020.0,03.0,10.0,11.0,00.0,00.0,28.4,95.0,29.0
2020.0,03.0,10.0,11.0,10.0,00.0,29.0,93.6,29.0
2020.0,03.0,10.0,11.0,20.0,00.0,29.0,94.0,29.0
2020.0,03.0,10.0,11.0,30.0,00.0,29.0,94.0,28.4
2020.0,03.0,10.0,11.0,40.0,00.0,28.4,94.2,27.2
2020.0,03.0,10.0,11.0,50.0,00.0,27.2,94.8,27.0
2020.0,03.0,10.0,12.0,00.0,00.0,27.0,94.8,27.6
2020.0,03.0,10.0,12.0,10.0,00.0,27.6,94.2,28.0
2020.0,03.0,10.0,12.0,20.0,00.0,28.0,93.8,28.0
2020.0,03.0,10.0,12.0,30.0,00.0,28.0,93.0,28.0
2020.0,03.0,10.0,12.0,40.0,00.0,28.0,92.6,28.0
2020.0,03.0,10.0,12.0,50.0,00.0,28.0,92.0,28.0
2020.0,03.0,10.0,13.0,00.0,00.0,28.0,92.0,28.0
2020.0,03.0,10.0,13.0,10.0,00.0,28.0,91.4,28.0
2020.0,03.0,10.0,13.0,20.0,00.0,28.0,91.2,28.4
2020.0,03.0,10.0,13.0,30.0,00.0,28.4,90.8,29.2
2020.0,03.0,10.0,13.0,40.0,00.0,29.2,90.8,30.0
2020.0,03.0,10.0,13.0,50.0,00.0,30.0,90.2,30.2
2020.0,03.0,10.0,14.0,00.0,00.0,30.2,90.0,31.0
2020.0,03.0,10.0,14.0,10.0,00.0,31.0,90.0,31.0
2020.0,03.0,10.0,14.0,20.0,00.0,31.0,89.8,31.0
2020.0,03.0,10.0,14.0,30.0,00.0,31.0,90.0,31.2
2020.0,03.0,10.0,14.0,40.0,00.0,31.2,89.8,31.8
2020.0,03.0,10.0,14.0,50.0,00.0,31.8,89.2,32.0
2020.0,03.0,10.0,15.0,00.0,00.0,32.0,89.0,32.0
2020.0,03.0,10.0,15.0,10.0,00.0,32.0,89.0,32.4
2020.0,03.0,10.0,15.0,20.0,00.0,32.4,88.6,33.0
2020.0,03.0,10.0,15.0,30.0,00.0,33.0,88.8,32.8
2020.0,03.0,10.0,15.0,40.0,00.0,32.8,89.0,33.0
2020.0,03.0,10.0,15.0,50.0,00.0,33.0,88.6,33.8
2020.0,03.0,10.0,16.0,00.0,00.0,33.8,88.0,34.0
2020.0,03.0,10.0,16.0,10.0,00.0,34.0,88.0,34.4
2020.0,03.0,10.0,16.0,20.0,00.0,34.4,87.8,35.0
2020.0,03.0,10.0,16.0,30.0,00.0,35.0,87.0,35.8
2020.0,03.0,10.0,16.0,40.0,00.0,35.8,86.0,36.2
2020.0,03.0,10.0,16.0,50.0,00.0,36.2,85.8,37.0
2020.0,03.0,10.0,17.0,00.0,00.0,37.0,85.0,37.2
2020.0,03.0,10.0,17.0,10.0,00.0,37.2,85.0,38.0
2020.0,03.0,10.0,17.0,20.0,00.0,38.0,84.6,38.0
2020.0,03.0,10.0,17.0,30.0,00.0,38.0,84.2,38.8
2020.0,03.0,10.0,17.0,40.0,00.0,38.8,84.2,38.8
2020.0,03.0,10.0,17.0,50.0,00.0,38.8,84.0,38.0
2020.0,03.0,10.0,18.0,00.0,00.0,38.0,85.0,38.2
2020.0,03.0,10.0,18.0,10.0,00.0,38.2,85.0,38.2
2020.0,03.0,10.0,18.0,20.0,00.0,38.2,85.0,38.6
2020.0,03.0,10.0,18.0,30.0,00.0,38.6,84.8,39.0
2020.0,03.0,10.0,18.0,40.0,00.0,39.0,84.4,39.0
2020.0,03.0,10.0,18.0,50.0,00.0,39.0,84.0,39.0
2020.0,03.0,10.0,19.0,00.0,00.0,39.0,84.0,39.6
2020.0,03.0,10.0,19.0,10.0,00.0,39.6,83.8,40.0
2020.0,03.0,10.0,19.0,20.0,00.0,40.0,83.0,40.0
2020.0,03.0,10.0,19.0,30.0,00.0,40.0,83.8,39.8
2020.0,03.0,10.0,19.0,40.0,00.0,39.8,83.2,40.0
2020.0,03.0,10.0,19.0,50.0,00.0,40.0,83.6,39.8
2020.0,03.0,10.0,20.0,00.0,00.0,39.8,83.0,40.0
2020.0,03.0,10.0,20.0,10.0,00.0,40.0,83.4,40.0
2020.0,03.0,10.0,20.0,20.0,00.0,40.0,83.8,39.8
2020.0,03.0,10.0,20.0,30.0,00.0,39.8,83.2,40.0
2020.0,03.0,10.0,20.0,40.0,00.0,40.0,83.0,40.8
2020.0,03.0,10.0,20.0,50.0,00.0,40.8,83.0,41.0
2020.0,03.0,10.0,21.0,00.0,00.0,41.0,83.0,40.8
2020.0,03.0,10.0,21.0,10.0,00.0,40.8,83.0,41.2
2020.0,03.0,10.0,21.0,20.0,00.0,41.2,83.0,41.8
2020.0,03.0,10.0,21.0,30.0,00.0,41.8,82.8,42.0
2020.0,03.0,10.0,21.0,40.0,00.0,42.0,82.8,41.2
2020.0,03.0,10.0,21.0,50.0,00.0,41.2,82.6,41.0
2020.0,03.0,10.0,22.0,00.0,00.0,41.0,82.0,41.0
2020.0,03.0,10.0,22.0,10.0,00.0,41.0,82.0,41.0
2020.0,03.0,10.0,22.0,20.0,00.0,41.0,82.0,41.0
2020.0,03.0,10.0,22.0,30.0,00.0,41.0,82.0,41.6
2020.0,03.0,10.0,22.0,40.0,00.0,41.6,82.0,42.0
2020.0,03.0,10.0,22.0,50.0,00.0,42.0,82.0,42.0
2020.0,03.0,10.0,23.0,00.0,00.0,42.0,82.0,42.4
2020.0,03.0,10.0,23.0,10.0,00.0,42.4,81.8,42.8
2020.0,03.0,10.0,23.0,20.0,00.0,42.8,81.8,43.0
2020.0,03.0,10.0,23.0,30.0,00.0,43.0,81.0,43.2
2020.0,03.0,10.0,23.0,40.0,00.0,43.2,81.0,44.0
2020.0,03.0,10.0,23.0,50.0,00.0,44.0,81.0,44.2
2020.0,03.0,11.0,00.0,00.0,00.0,44.2,81.0,44.2
2020.0,03.0,11.0,00.0,10.0,00.0,44.2,81.0,45.0
2020.0,03.0,11.0,00.0,20.0,00.0,45.0,81.0,45.0
2020.0,03.0,11.0,00.0,30.0,00.0,45.0,81.0,45.8
2020.0,03.0,11.0,00.0,40.0,00.0,45.8,81.0,46.4
2020.0,03.0,11.0,00.0,50.0,00.0,46.4,81.0,47.4
2020.0,03.0,11.0,01.0,00.0,00.0,47.4,81.0,48.6
2020.0,03.0,11.0,01.0,10.0,00.0,48.6,80.2,48.6
2020.0,03.0,11.0,01.0,20.0,00.0,48.6,80.0,48.8
2020.0,03.0,11.0,01.0,30.0,00.0,48.8,80.0,48.2
2020.0,03.0,11.0,01.0,40.0,00.0,48.2,80.0,47.0
2020.0,03.0,11.0,01.0,50.0,00.0,47.0,80.4,47.0
2020.0,03.0,11.0,02.0,00.0,00.0,47.0,80.2,46.8
2020.0,03.0,11.0,02.0,10.0,00.0,46.8,81.0,47.4
2020.0,03.0,11.0,02.0,20.0,00.0,47.4,81.0,49.8
2020.0,03.0,11.0,02.0,30.0,00.0,49.8,82.0,50.8
2020.0,03.0,11.0,02.0,40.0,00.0,50.8,82.0,50.0
2020.0,03.0,11.0,02.0,50.0,00.0,50.0,82.2,48.8
2020.0,03.0,11.0,03.0,00.0,00.0,48.8,82.8,47.2
2020.0,03.0,11.0,03.0,10.0,00.0,47.2,83.0,45.2
2020.0,03.0,11.0,03.0,20.0,00.0,45.2,83.4,44.6
2020.0,03.0,11.0,03.0,30.0,00.0,44.6,84.0,43.6
2020.0,03.0,11.0,03.0,40.0,00.0,43.6,84.8,43.0
2020.0,03.0,11.0,03.0,50.0,00.0,43.0,85.4,42.0
2020.0,03.0,11.0,04.0,00.0,00.0,42.0,86.0,41.0
2020.0,03.0,11.0,04.0,10.0,00.0,41.0,86.6,39.8
2020.0,03.0,11.0,04.0,20.0,00.0,39.8,87.4,38.6
2020.0,03.0,11.0,04.0,30.0,00.0,38.6,88.6,36.4
2020.0,03.0,11.0,04.0,40.0,00.0,36.4,88.4,35.4
2020.0,03.0,11.0,04.0,50.0,00.0,35.4,89.0,35.2
2020.0,03.0,11.0,05.0,00.0,00.0,35.2,89.2,35.4
2020.0,03.0,11.0,05.0,10.0,00.0,35.4,89.2,35.2
2020.0,03.0,11.0,05.0,20.0,00.0,35.2,89.8,34.8
2020.0,03.0,11.0,05.0,30.0,00.0,34.8,90.2,34.2
2020.0,03.0,11.0,05.0,40.0,00.0,34.2,92.0,34.0
2020.0,03.0,11.0,05.0,50.0,00.0,34.0,91.0,33.8
2020.0,03.0,11.0,06.0,00.0,00.0,33.8,91.4,32.8
2020.0,03.0,11.0,06.0,10.0,00.0,32.8,92.0,32.4
2020.0,03.0,11.0,06.0,20.0,00.0,32.4,92.6,31.0
2020.0,03.0,11.0,06.0,30.0,00.0,31.0,93.6,29.2
2020.0,03.0,11.0,06.0,40.0,00.0,29.2,94.2,27.6
2020.0,03.0,11.0,06.0,50.0,00.0,27.6,95.0,26.0
2020.0,03.0,11.0,07.0,00.0,00.0,26.0,95.0,26.4
2020.0,03.0,11.0,07.0,10.0,00.0,26.4,95.0,27.2
2020.0,03.0,11.0,07.0,20.0,00.0,27.2,94.8,27.6
2020.0,03.0,11.0,07.0,30.0,00.0,27.6,95.0,27.0
2020.0,03.0,11.0,07.0,40.0,00.0,27.0,95.8,27.0
2020.0,03.0,11.0,07.0,50.0,00.0,27.0,96.8,26.0
2020.0,03.0,11.0,08.0,00.0,00.0,26.0,97.8,26.0
2020.0,03.0,11.0,08.0,10.0,00.0,26.0,97.6,25.8
2020.0,03.0,11.0,08.0,20.0,00.0,25.8,97.6,25.0
2020.0,03.0,11.0,08.0,30.0,00.0,25.0,97.6,25.0
2020.0,03.0,11.0,08.0,40.0,00.0,25.0,96.8,24.6
2020.0,03.0,11.0,08.0,50.0,00.0,24.6,97.6,24.4
2020.0,03.0,11.0,09.0,00.0,00.0,24.4,98.0,23.8
2020.0,03.0,11.0,09.0,10.0,00.0,23.8,99.4,23.0
2020.0,03.0,11.0,09.0,20.0,00.0,23.0,99.4,22.0
2020.0,03.0,11.0,09.0,30.0,00.0,22.0,98.4,22.8
2020.0,03.0,11.0,09.0,40.0,00.0,22.8,97.2,21.8
2020.0,03.0,11.0,09.0,50.0,00.0,21.8,98.6,20.2
2020.0,03.0,11.0,10.0,00.0,00.0,20.2,98.0,19.8
2020.0,03.0,11.0,10.0,10.0,00.0,19.8,99.0,18.8
2020.0,03.0,11.0,10.0,20.0,00.0,18.8,99.2,18.0
2020.0,03.0,11.0,10.0,30.0,00.0,18.0,100.4,18.8
2020.0,03.0,11.0,10.0,40.0,00.0,18.8,101.0,18.4
2020.0,03.0,11.0,10.0,50.0,00.0,18.4,100.6,19.6
2020.0,03.0,11.0,11.0,00.0,00.0,19.6,100.4,20.8
2020.0,03.0,11.0,11.0,10.0,00.0,20.8,100.6,21.8
2020.0,03.0,11.0,11.0,20.0,00.0,21.8,99.8,23.0
2020.0,03.0,11.0,11.0,30.0,00.0,23.0,99.0,23.8
2020.0,03.0,11.0,11.0,40.0,00.0,23.8,98.0,24.0
2020.0,03.0,11.0,11.0,50.0,00.0,24.0,97.4,25.0
2020.0,03.0,11.0,12.0,00.0,00.0,25.0,96.4,24.6
2020.0,03.0,11.0,12.0,10.0,00.0,24.6,95.6,25.0
2020.0,03.0,11.0,12.0,20.0,00.0,25.0,94.4,24.4
2020.0,03.0,11.0,12.0,30.0,00.0,24.4,93.4,23.8
2020.0,03.0,11.0,12.0,40.0,00.0,23.8,93.0,23.4
2020.0,03.0,11.0,12.0,50.0,00.0,23.4,92.8,23.0
2020.0,03.0,11.0,13.0,00.0,00.0,23.0,92.0,23.8
2020.0,03.0,11.0,13.0,10.0,00.0,23.8,92.0,24.2
2020.0,03.0,11.0,13.0,20.0,00.0,24.2,91.2,24.8
2020.0,03.0,11.0,13.0,30.0,00.0,24.8,91.0,25.0
2020.0,03.0,11.0,13.0,40.0,00.0,25.0,91.0,25.8
2020.0,03.0,11.0,13.0,50.0,00.0,25.8,90.2,26.2
2020.0,03.0,11.0,14.0,00.0,00.0,26.2,90.0,27.4
2020.0,03.0,11.0,14.0,10.0,00.0,27.4,89.6,28.0
2020.0,03.0,11.0,14.0,20.0,00.0,28.0,89.8,28.8
2020.0,03.0,11.0,14.0,30.0,00.0,28.8,89.4,29.4
2020.0,03.0,11.0,14.0,40.0,00.0,29.4,89.0,30.6
2020.0,03.0,11.0,14.0,50.0,00.0,30.6,89.0,31.0
2020.0,03.0,11.0,15.0,00.0,00.0,31.0,89.0,31.6
2020.0,03.0,11.0,15.0,10.0,00.0,31.6,89.0,32.2
2020.0,03.0,11.0,15.0,20.0,00.0,32.2,88.8,33.0
2020.0,03.0,11.0,15.0,30.0,00.0,33.0,88.0,33.8
2020.0,03.0,11.0,15.0,40.0,00.0,33.8,88.0,34.2
2020.0,03.0,11.0,15.0,50.0,00.0,34.2,88.0,35.0
2020.0,03.0,11.0,16.0,00.0,00.0,35.0,88.0,35.2
2020.0,03.0,11.0,16.0,10.0,00.0,35.2,87.8,35.8
2020.0,03.0,11.0,16.0,20.0,00.0,35.8,87.0,36.0
2020.0,03.0,11.0,16.0,30.0,00.0,36.0,87.0,36.0
2020.0,03.0,11.0,16.0,40.0,00.0,36.0,87.0,37.0
2020.0,03.0,11.0,16.0,50.0,00.0,37.0,86.0,37.0
2020.0,03.0,11.0,17.0,00.0,00.0,37.0,86.0,37.0
2020.0,03.0,11.0,17.0,10.0,00.0,37.0,86.0,37.2
2020.0,03.0,11.0,17.0,20.0,00.0,37.2,86.0,37.0
2020.0,03.0,11.0,17.0,30.0,00.0,37.0,86.0,37.0
2020.0,03.0,11.0,17.0,40.0,00.0,37.0,85.0,37.0
2020.0,03.0,11.0,17.0,50.0,00.0,37.0,85.0,36.4
2020.0,03.0,11.0,18.0,00.0,00.0,36.4,84.4,36.2
2020.0,03.0,11.0,18.0,10.0,00.0,36.2,84.0,36.0
2020.0,03.0,11.0,18.0,20.0,00.0,36.0,84.2,35.8
2020.0,03.0,11.0,18.0,30.0,00.0,35.8,84.0,35.0
2020.0,03.0,11.0,18.0,40.0,00.0,35.0,84.0,35.0
2020.0,03.0,11.0,18.0,50.0,00.0,35.0,84.0,35.0
2020.0,03.0,11.0,19.0,00.0,00.0,35.0,84.0,35.0
2020.0,03.0,11.0,19.0,10.0,00.0,35.0,84.0,35.0
2020.0,03.0,11.0,19.0,20.0,00.0,35.0,84.0,35.0
2020.0,03.0,11.0,19.0,30.0,00.0,35.0,84.0,36.0
2020.0,03.0,11.0,19.0,40.0,00.0,36.0,84.0,36.0
2020.0,03.0,11.0,19.0,50.0,00.0,36.0,84.0,36.2
2020.0,03.0,11.0,20.0,00.0,00.0,36.2,84.0,37.0
2020.0,03.0,11.0,20.0,10.0,00.0,37.0,84.0,37.0
2020.0,03.0,11.0,20.0,20.0,00.0,37.0,84.0,37.0
2020.0,03.0,11.0,20.0,30.0,00.0,37.0,83.4,37.2
2020.0,03.0,11.0,20.0,40.0,00.0,37.2,83.0,37.4
2020.0,03.0,11.0,20.0,50.0,00.0,37.4,83.0,38.0
2020.0,03.0,11.0,21.0,00.0,00.0,38.0,83.0,38.2
2020.0,03.0,11.0,21.0,10.0,00.0,38.2,82.6,39.0
2020.0,03.0,11.0,21.0,20.0,00.0,39.0,82.0,39.2
2020.0,03.0,11.0,21.0,30.0,00.0,39.2,82.0,40.6
2020.0,03.0,11.0,21.0,40.0,00.0,40.6,82.0,41.0
2020.0,03.0,11.0,21.0,50.0,00.0,41.0,82.0,42.0
2020.0,03.0,11.0,22.0,00.0,00.0,42.0,81.4,42.0
2020.0,03.0,11.0,22.0,10.0,00.0,42.0,81.0,43.0
2020.0,03.0,11.0,22.0,20.0,00.0,43.0,81.0,43.0
2020.0,03.0,11.0,22.0,30.0,00.0,43.0,81.0,43.0
2020.0,03.0,11.0,22.0,40.0,00.0,43.0,81.0,43.0
2020.0,03.0,11.0,22.0,50.0,00.0,43.0,81.0,43.2
2020.0,03.0,11.0,23.0,00.0,00.0,43.2,81.0,43.8
2020.0,03.0,11.0,23.0,10.0,00.0,43.8,81.0,44.0
2020.0,03.0,11.0,23.0,20.0,00.0,44.0,81.0,44.6
2020.0,03.0,11.0,23.0,30.0,00.0,44.6,81.0,45.0
2020.0,03.0,11.0,23.0,40.0,00.0,45.0,80.2,46.6
2020.0,03.0,11.0,23.0,50.0,00.0,46.6,80.0,47.8
2020.0,03.0,12.0,00.0,00.0,00.0,47.8,80.4,49.2
2020.0,03.0,12.0,00.0,10.0,00.0,49.2,80.0,49.8
2020.0,03.0,12.0,00.0,20.0,00.0,49.8,80.0,51.4
2020.0,03.0,12.0,00.0,30.0,00.0,51.4,80.0,51.6
2020.0,03.0,12.0,00.0,40.0,00.0,51.6,80.0,51.2
2020.0,03.0,12.0,00.0,50.0,00.0,51.2,80.0,50.0
2020.0,03.0,12.0,01.0,00.0,00.0,50.0,80.4,49.6
2020.0,03.0,12.0,01.0,10.0,00.0,49.6,80.2,49.0
2020.0,03.0,12.0,01.0,20.0,00.0,49.0,80.0,50.2
2020.0,03.0,12.0,01.0,30.0,00.0,50.2,80.2,51.4
2020.0,03.0,12.0,01.0,40.0,00.0,51.4,80.0,52.0
2020.0,03.0,12.0,01.0,50.0,00.0,52.0,80.2,51.8
2020.0,03.0,12.0,02.0,00.0,00.0,51.8,81.0,52.0
2020.0,03.0,12.0,02.0,10.0,00.0,52.0,81.0,52.0
2020.0,03.0,12.0,02.0,20.0,00.0,52.0,81.0,51.8
2020.0,03.0,12.0,02.0,30.0,00.0,51.8,82.0,51.6
2020.0,03.0,12.0,02.0,40.0,00.0,51.6,82.0,51.0
2020.0,03.0,12.0,02.0,50.0,00.0,51.0,83.0,50.6
2020.0,03.0,12.0,03.0,00.0,00.0,50.6,83.0,49.0
2020.0,03.0,12.0,03.0,10.0,00.0,49.0,83.6,48.4
2020.0,03.0,12.0,03.0,20.0,00.0,48.4,84.0,47.6
2020.0,03.0,12.0,03.0,30.0,00.0,47.6,84.0,46.8
2020.0,03.0,12.0,03.0,40.0,00.0,46.8,85.0,46.0
2020.0,03.0,12.0,03.0,50.0,00.0,46.0,85.2,44.4
2020.0,03.0,12.0,04.0,00.0,00.0,44.4,86.2,43.4
2020.0,03.0,12.0,04.0,10.0,00.0,43.4,87.4,41.8
2020.0,03.0,12.0,04.0,20.0,00.0,41.8,88.0,40.6
2020.0,03.0,12.0,04.0,30.0,00.0,40.6,88.0,39.6
2020.0,03.0,12.0,04.0,40.0,00.0,39.6,89.0,38.4
2020.0,03.0,12.0,04.0,50.0,00.0,38.4,89.0,37.6
2020.0,03.0,12.0,05.0,00.0,00.0,37.6,90.6,35.8
2020.0,03.0,12.0,05.0,10.0,00.0,35.8,91.0,36.2
2020.0,03.0,12.0,05.0,20.0,00.0,36.2,91.0,35.6
2020.0,03.0,12.0,05.0,30.0,00.0,35.6,91.2,33.4
2020.0,03.0,12.0,05.0,40.0,00.0,33.4,92.0,31.2
2020.0,03.0,12.0,05.0,50.0,00.0,31.2,93.0,31.0
2020.0,03.0,12.0,06.0,00.0,00.0,31.0,93.6,31.2
2020.0,03.0,12.0,06.0,10.0,00.0,31.2,94.0,30.0
2020.0,03.0,12.0,06.0,20.0,00.0,30.0,93.8,28.0
2020.0,03.0,12.0,06.0,30.0,00.0,28.0,94.6,26.6
2020.0,03.0,12.0,06.0,40.0,00.0,26.6,96.4,25.2
2020.0,03.0,12.0,06.0,50.0,00.0,25.2,96.8,25.6
2020.0,03.0,12.0,07.0,00.0,00.0,25.6,96.4,25.2
2020.0,03.0,12.0,07.0,10.0,00.0,25.2,96.2,25.0
2020.0,03.0,12.0,07.0,20.0,00.0,25.0,97.4,23.8
2020.0,03.0,12.0,07.0,30.0,00.0,23.8,97.6,24.0
2020.0,03.0,12.0,07.0,40.0,00.0,24.0,98.0,23.2
2020.0,03.0,12.0,07.0,50.0,00.0,23.2,98.6,22.6
2020.0,03.0,12.0,08.0,00.0,00.0,22.6,97.8,23.2
2020.0,03.0,12.0,08.0,10.0,00.0,23.2,98.2,22.2
2020.0,03.0,12.0,08.0,20.0,00.0,22.2,99.0,22.4
2020.0,03.0,12.0,08.0,30.0,00.0,22.4,98.4,22.8
2020.0,03.0,12.0,08.0,40.0,00.0,22.8,98.2,21.4
2020.0,03.0,12.0,08.0,50.0,00.0,21.4,99.6,21.0
2020.0,03.0,12.0,09.0,00.0,00.0,21.0,100.4,20.0
2020.0,03.0,12.0,09.0,10.0,00.0,20.0,100.2,20.0
2020.0,03.0,12.0,09.0,20.0,00.0,20.0,99.0,19.8
2020.0,03.0,12.0,09.0,30.0,00.0,19.8,100.0,19.0
2020.0,03.0,12.0,09.0,40.0,00.0,19.0,100.4,18.8
2020.0,03.0,12.0,09.0,50.0,00.0,18.8,101.0,19.6
2020.0,03.0,12.0,10.0,00.0,00.0,19.6,99.8,20.0
2020.0,03.0,12.0,10.0,10.0,00.0,20.0,99.0,20.0
2020.0,03.0,12.0,10.0,20.0,00.0,20.0,99.2,19.8
2020.0,03.0,12.0,10.0,30.0,00.0,19.8,98.6,19.0
2020.0,03.0,12.0,10.0,40.0,00.0,19.0,98.8,18.8
2020.0,03.0,12.0,10.0,50.0,00.0,18.8,98.8,18.0
2020.0,03.0,12.0,11.0,00.0,00.0,18.0,98.8,18.0
2020.0,03.0,12.0,11.0,10.0,00.0,18.0,99.6,17.2
2020.0,03.0,12.0,11.0,20.0,00.0,17.2,99.8,17.0
2020.0,03.0,12.0,11.0,30.0,00.0,17.0,99.6,17.0
2020.0,03.0,12.0,11.0,40.0,00.0,17.0,100.0,18.0
2020.0,03.0,12.0,11.0,50.0,00.0,18.0,99.2,18.4
2020.0,03.0,12.0,12.0,00.0,00.0,18.4,99.0,19.8
2020.0,03.0,12.0,12.0,10.0,00.0,19.8,98.0,21.2
2020.0,03.0,12.0,12.0,20.0,00.0,21.2,96.0,22.0
2020.0,03.0,12.0,12.0,30.0,00.0,22.0,95.0,22.4
2020.0,03.0,12.0,12.0,40.0,00.0,22.4,93.2,22.6
2020.0,03.0,12.0,12.0,50.0,00.0,22.6,93.0,22.6
2020.0,03.0,12.0,13.0,00.0,00.0,22.6,93.0,22.0
2020.0,03.0,12.0,13.0,10.0,00.0,22.0,92.8,22.0
2020.0,03.0,12.0,13.0,20.0,00.0,22.0,92.4,22.0
2020.0,03.0,12.0,13.0,30.0,00.0,22.0,92.0,22.0
2020.0,03.0,12.0,13.0,40.0,00.0,22.0,92.0,22.0
2020.0,03.0,12.0,13.0,50.0,00.0,22.0,92.0,22.4
2020.0,03.0,12.0,14.0,00.0,00.0,22.4,91.0,23.0
2020.0,03.0,12.0,14.0,10.0,00.0,23.0,91.0,23.6
2020.0,03.0,12.0,14.0,20.0,00.0,23.6,90.4,24.2
2020.0,03.0,12.0,14.0,30.0,00.0,24.2,90.0,25.0
2020.0,03.0,12.0,14.0,40.0,00.0,25.0,90.0,25.0
2020.0,03.0,12.0,14.0,50.0,00.0,25.0,90.0,25.8
2020.0,03.0,12.0,15.0,00.0,00.0,25.8,90.0,26.0
2020.0,03.0,12.0,15.0,10.0,00.0,26.0,90.0,26.0
2020.0,03.0,12.0,15.0,20.0,00.0,26.0,90.0,26.0
2020.0,03.0,12.0,15.0,30.0,00.0,26.0,89.2,26.0
2020.0,03.0,12.0,15.0,40.0,00.0,26.0,89.0,26.2
2020.0,03.0,12.0,15.0,50.0,00.0,26.2,88.8,27.6
